query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe	bframe
ENSG00000100412	ENSG00000100413	0	171	100	171	0	-2	3	-2/3
ENSG00000187758	ENSG00000248144	0	494	90.486	447	47	1	2	1/2
ENSG00000187758	ENSG00000196616	0	446	90.583	404	42	1	3	1/3
ENSG00000086232	ENSG00000106305	7.52e-106	178	100	178	0	2	-1	2/-1
ENSG00000185019	ENSG00000265491	1.13e-75	79	81.013	64	15	-2	3	-2/3
ENSG00000089723	ENSG00000089737	1.24e-149	213	100	213	0	-2	3	-2/3
ENSG00000089723	ENSG00000089737	4.07e-132	213	100	213	0	1	-1	1/-1
ENSG00000095917	ENSG00000172236	0	282	85.106	240	42	2	1	2/1
ENSG00000183741	ENSG00000141570	2.85e-40	79	86.076	68	11	3	2	3/2
ENSG00000099974	ENSG00000099977	4.27e-61	104	96.154	100	4	-3	-2	-3/-2
ENSG00000099974	ENSG00000099977	4.27e-61	104	96.154	100	4	-3	-2	-3/-2
ENSG00000100485	ENSG00000115904	0	181	80.11	145	36	3	1	3/1
ENSG00000100028	ENSG00000138867	9.27e-69	107	100	107	0	2	-3	2/-3
ENSG00000100028	ENSG00000138867	7.91e-63	107	100	107	0	1	-2	1/-2
ENSG00000101292	ENSG00000169618	1.1e-152	241	84.232	203	38	-2	-3	-2/-3
ENSG00000185339	ENSG00000100029	5.28e-53	82	100	82	0	1	-1	1/-1
ENSG00000100504	ENSG00000100994	0	697	80.775	563	134	1	3	1/3
ENSG00000087510	ENSG00000008196	1.27e-116	126	85.714	108	18	1	2	1/2
ENSG00000087510	ENSG00000137203	1.09e-107	144	80.556	116	28	1	3	1/3
ENSG00000101162	ENSG00000124172	0	395	100	395	0	-3	2	-3/2
ENSG00000101162	ENSG00000137285	0	433	80.6	349	84	3	1	3/1
ENSG00000099804	ENSG00000107341	8.22e-122	198	86.869	172	26	2	3	2/3
ENSG00000086548	ENSG00000105388	3.76e-175	159	83.648	133	26	-3	-2	-3/-2
ENSG00000086548	ENSG00000105388	4.44e-175	159	83.648	133	26	-3	-2	-3/-2
ENSG00000100528	ENSG00000143786	3.92e-49	51	82.353	42	9	3	1	3/1
ENSG00000100450	ENSG00000100453	4.38e-108	129	86.047	111	18	1	3	1/3
ENSG00000092607	ENSG00000112837	7.75e-157	234	85.47	200	34	1	3	1/3
ENSG00000100490	ENSG00000125375	2.67e-175	258	99.225	256	2	1	-2	1/-2
ENSG00000100994	ENSG00000068976	0	697	83.07	579	118	3	1	3/1
ENSG00000084444	ENSG00000111696	1.22e-50	53	83.019	44	9	3	1	3/1
ENSG00000100453	ENSG00000100450	7.72e-110	152	84.211	128	24	3	1	3/1
ENSG00000083720	ENSG00000198754	0	221	80.543	178	43	3	1	3/1
ENSG00000100564	ENSG00000054690	3.88e-65	100	100	100	0	2	-3	2/-3
ENSG00000100564	ENSG00000054690	1.5e-61	100	100	100	0	3	-1	3/-1
ENSG00000100564	ENSG00000054690	2.06e-61	100	100	100	0	-1	3	-1/3
ENSG00000100564	ENSG00000054690	1.01e-60	100	100	100	0	-2	1	-2/1
ENSG00000100564	ENSG00000054690	3.59e-60	100	100	100	0	1	-2	1/-2
ENSG00000100564	ENSG00000054690	9.3e-56	100	100	100	0	-3	2	-3/2
ENSG00000090060	ENSG00000218823	0	527	82.922	437	90	-2	-3	-2/-3
ENSG00000094804	ENSG00000110723	1.64e-34	68	83.824	57	11	-3	-1	-3/-1
ENSG00000101138	ENSG00000183762	1.58e-69	57	80.702	46	11	-1	1	-1/1
ENSG00000088356	ENSG00000131044	2.98e-133	207	100	207	0	-1	1	-1/1
ENSG00000100104	ENSG00000100109	0	338	91.124	308	30	-1	2	-1/2
ENSG00000100104	ENSG00000100109	0	338	91.124	308	30	-1	3	-1/3
ENSG00000100221	ENSG00000142065	1.21e-40	70	81.429	57	13	-3	2	-3/2
ENSG00000100221	ENSG00000101966	8.5e-47	71	84.507	60	11	3	-1	3/-1
ENSG00000197208	ENSG00000197375	0	322	86.025	277	45	1	3	1/3
ENSG00000108773	ENSG00000114166	0	239	83.682	200	39	1	3	1/3
ENSG00000060138	ENSG00000065978	7.86e-56	91	94.505	86	5	1	2	1/2
ENSG00000103021	ENSG00000103023	1.22e-173	254	100	254	0	3	-2	3/-2
ENSG00000105617	ENSG00000088038	3.83e-75	68	100	68	0	-3	3	-3/3
ENSG00000091651	ENSG00000178202	4.9e-38	91	80.22	73	18	1	3	1/3
ENSG00000091651	ENSG00000156162	2.93e-48	80	82.5	66	14	-2	1	-2/1
ENSG00000039123	ENSG00000067113	1.23e-100	160	100	160	0	1	-2	1/-2
ENSG00000039123	ENSG00000067113	6.0100000000000005e-100	160	100	160	0	-2	2	-2/2
ENSG00000039123	ENSG00000067113	5.55e-99	160	100	160	0	-3	3	-3/3
ENSG00000111664	ENSG00000078369	0	341	83.284	284	57	1	3	1/3
ENSG00000111664	ENSG00000078369	0	341	83.284	284	57	1	3	1/3
ENSG00000111704	ENSG00000138592	0	61	88.525	54	7	2	-1	2/-1
ENSG00000114450	ENSG00000078369	3.51e-125	77	80.519	62	15	-2	-1	-2/-1
ENSG00000105258	ENSG00000105254	1.7e-77	120	100	120	0	-1	1	-1/1
ENSG00000105258	ENSG00000105254	7.7e-76	120	100	120	0	2	-1	2/-1
ENSG00000105971	ENSG00000129480	3.42e-40	86	80.233	69	17	1	-2	1/-2
ENSG00000105254	ENSG00000105258	3.44e-79	120	100	120	0	2	-2	2/-2
ENSG00000105254	ENSG00000105258	2.94e-77	120	100	120	0	1	-1	1/-1
ENSG00000105254	ENSG00000105258	1.33e-75	120	100	120	0	-1	2	-1/2
ENSG00000114388	ENSG00000114395	2.14e-59	99	97.98	97	2	3	-1	3/-1
ENSG00000114784	ENSG00000173812	1.19e-59	116	92.241	107	9	1	3	1/3
ENSG00000104848	ENSG00000111262	1.66e-145	149	85.235	127	22	3	1	3/1
ENSG00000109061	ENSG00000264424	0	630	95.873	604	26	3	1	3/1
ENSG00000105352	ENSG00000170956	9.42e-132	68	82.353	56	12	1	2	1/2
ENSG00000109684	ENSG00000005156	1.21e-36	84	90.476	76	8	3	-3	3/-3
ENSG00000109684	ENSG00000092871	1.21e-36	84	90.476	76	8	3	2	3/2
ENSG00000105649	ENSG00000152932	1.68e-123	194	88.66	172	22	3	2	3/2
ENSG00000105649	ENSG00000169213	9.63e-114	196	82.653	162	34	3	1	3/1
ENSG00000065057	ENSG00000103197	1.09e-17	52	100	52	0	-1	2	-1/2
ENSG00000103966	ENSG00000110047	3.52e-121	52	86.538	45	7	-1	-3	-1/-3
ENSG00000103966	ENSG00000110047	5.27e-121	52	86.538	45	7	-1	-2	-1/-2
ENSG00000104695	ENSG00000113575	0	310	97.419	302	8	2	3	2/3
ENSG00000108417	ENSG00000171360	0	252	87.302	220	32	-1	-2	-1/-2
ENSG00000004468	ENSG00000144161	1.45e-49	72	81.944	59	13	-1	1	-1/1
ENSG00000108829	ENSG00000154920	1.47e-51	81	100	81	0	3	-3	3/-3
ENSG00000108829	ENSG00000154920	1.86e-50	81	100	81	0	-2	1	-2/1
ENSG00000113211	ENSG00000113209	0	299	83.612	250	49	-2	-1	-2/-1
ENSG00000109943	ENSG00000130368	1.14e-38	97	80.412	78	19	-1	-3	-1/-3
ENSG00000114853	ENSG00000198740	0	260	91.538	238	22	3	2	3/2
ENSG00000114853	ENSG00000198740	0	260	91.538	238	22	3	2	3/2
ENSG00000197417	ENSG00000262304	0	844	100	844	0	2	1	2/1
ENSG00000108468	ENSG00000122565	1.3e-59	67	86.567	58	9	1	3	1/3
ENSG00000111245	ENSG00000106436	5.44e-80	137	81.752	112	25	1	2	1/2
ENSG00000111786	ENSG00000257218	3.17e-64	102	100	102	0	2	-1	2/-1
ENSG00000111786	ENSG00000136450	1.41e-74	74	82.432	61	13	2	3	2/3
ENSG00000104964	ENSG00000106829	7.26e-57	108	84.259	91	17	1	3	1/3
ENSG00000125149	ENSG00000237172	2.51e-102	145	100	145	0	1	-1	1/-1
ENSG00000125149	ENSG00000237172	7.62e-100	145	100	145	0	-1	2	-1/2
ENSG00000108590	ENSG00000129235	0	408	100	408	0	3	-2	3/-2
ENSG00000111339	ENSG00000141759	3.52e-44	73	83.562	61	12	-3	-2	-3/-2
ENSG00000111339	ENSG00000063245	4.77e-44	75	85.333	64	11	-3	-1	-3/-1
ENSG00000102218	ENSG00000174840	1.2e-45	98	80.612	79	19	-3	-1	-3/-1
ENSG00000102218	ENSG00000174840	1.2e-45	98	80.612	79	19	-3	-1	-3/-1
ENSG00000104164	ENSG00000063245	1.63e-42	66	81.818	54	12	-3	3	-3/3
ENSG00000107018	ENSG00000107014	5.52e-139	260	83.462	217	43	-3	-2	-3/-2
ENSG00000105392	ENSG00000160194	2.49e-117	59	83.051	49	10	1	-3	1/-3
ENSG00000109917	ENSG00000196236	5.11e-83	51	80.392	41	10	-2	-1	-2/-1
ENSG00000104897	ENSG00000104886	4.49e-67	99	96.97	96	3	-2	2	-2/2
ENSG00000106588	ENSG00000256646	6.04e-162	261	99.617	260	1	-2	-1	-2/-1
ENSG00000108684	ENSG00000110881	0	160	85	136	24	1	2	1/2
ENSG00000105516	ENSG00000063176	1.52e-87	125	100	125	0	2	-1	2/-1
ENSG00000105516	ENSG00000063176	2.44e-81	125	100	125	0	-1	1	-1/1
ENSG00000105516	ENSG00000063176	2.64e-70	125	100	125	0	-2	2	-2/2
ENSG00000105516	ENSG00000063176	2.09e-55	125	100	125	0	3	-2	3/-2
ENSG00000105516	ENSG00000063176	2.44e-81	125	100	125	0	-1	1	-1/1
ENSG00000105516	ENSG00000063176	2.64e-70	125	100	125	0	-2	2	-2/2
ENSG00000105516	ENSG00000063176	2.09e-55	125	100	125	0	3	-1	3/-1
ENSG00000111615	ENSG00000139278	0	379	99.736	378	1	-2	2	-2/2
ENSG00000113205	ENSG00000272674	0	130	87.692	114	16	-2	-1	-2/-1
ENSG00000113205	ENSG00000113248	0	73	83.562	61	12	1	3	1/3
ENSG00000113722	ENSG00000165556	2.31e-37	64	93.75	60	4	2	1	2/1
ENSG00000113722	ENSG00000131264	1.22e-32	63	88.889	56	7	2	1	2/1
ENSG00000112855	ENSG00000170445	3.47e-64	117	96.581	113	4	2	-1	2/-1
ENSG00000105072	ENSG00000085872	7.61e-37	53	94.34	50	3	3	-1	3/-1
ENSG00000078967	ENSG00000131508	5.68e-96	149	92.617	138	11	3	1	3/1
ENSG00000111911	ENSG00000141759	5.67e-47	54	87.037	47	7	-3	-2	-3/-2
ENSG00000111911	ENSG00000141759	1.64e-44	54	87.037	47	7	2	1	2/1
ENSG00000106004	ENSG00000120075	3.49e-78	80	93.75	75	5	2	1	2/1
ENSG00000106004	ENSG00000172789	2.9e-41	65	87.692	57	8	2	1	2/1
ENSG00000186115	ENSG00000186529	0	694	93.372	648	46	1	2	1/2
ENSG00000186115	ENSG00000186529	0	694	93.372	648	46	1	3	1/3
ENSG00000005381	ENSG00000121053	3.84e-124	65	81.538	53	12	2	1	2/1
ENSG00000106258	ENSG00000160868	0	442	83.032	367	75	-2	-3	-2/-3
ENSG00000106258	ENSG00000282301	0	422	81.754	345	77	2	1	2/1
ENSG00000105953	ENSG00000197444	0	706	83.711	591	115	1	3	1/3
ENSG00000105664	ENSG00000113296	0	271	87.823	238	33	1	2	1/2
ENSG00000105664	ENSG00000113296	0	271	87.823	238	33	1	2	1/2
ENSG00000103064	ENSG00000103061	0	977	100	977	0	-3	2	-3/2
ENSG00000088038	ENSG00000105617	1.05e-74	68	100	68	0	3	-3	3/-3
ENSG00000109079	ENSG00000110906	3.39e-54	55	81.818	45	10	-2	-1	-2/-1
ENSG00000109079	ENSG00000174943	3.53e-62	55	87.273	48	7	-2	-1	-2/-1
ENSG00000016082	ENSG00000159556	0	188	81.383	153	35	3	2	3/2
ENSG00000101842	ENSG00000114999	1.3e-72	87	82.759	72	15	1	-2	1/-2
ENSG00000111981	ENSG00000131019	1.48e-77	85	89.412	76	9	2	3	2/3
ENSG00000114349	ENSG00000134183	0	326	83.129	271	55	1	2	1/2
ENSG00000104835	ENSG00000128626	4.58e-74	116	100	116	0	2	-2	2/-2
ENSG00000104835	ENSG00000128626	6.29e-74	116	100	116	0	-2	1	-2/1
ENSG00000113212	ENSG00000120324	0	106	90.566	96	10	-3	-1	-3/-1
ENSG00000113212	ENSG00000177839	6.61e-151	65	87.692	57	8	3	2	3/2
ENSG00000112309	ENSG00000112305	0	519	100	519	0	3	-1	3/-1
ENSG00000112309	ENSG00000112305	0	519	100	519	0	3	-2	3/-2
ENSG00000109208	ENSG00000171201	9.67e-97	59	94.915	56	3	-3	-2	-3/-2
ENSG00000109208	ENSG00000171201	3.77e-89	59	94.915	56	3	2	1	2/1
ENSG00000109208	ENSG00000171201	9.67e-97	59	94.915	56	3	-3	-1	-3/-1
ENSG00000109208	ENSG00000171201	3.77e-89	59	94.915	56	3	2	1	2/1
ENSG00000105793	ENSG00000175782	2.11e-72	57	84.211	48	9	-1	3	-1/3
ENSG00000103056	ENSG00000132600	5.75e-44	76	100	76	0	2	-1	2/-1
ENSG00000103056	ENSG00000132600	2.22e-32	76	100	76	0	-2	3	-2/3
ENSG00000103707	ENSG00000094916	1.44e-106	52	80.769	42	10	2	3	2/3
ENSG00000103707	ENSG00000094916	1.19e-80	52	80.769	42	10	3	1	3/1
ENSG00000103460	ENSG00000198846	9.07e-46	86	82.558	71	15	1	3	1/3
ENSG00000110975	ENSG00000134207	4.94e-179	74	83.784	62	12	1	2	1/2
ENSG00000110975	ENSG00000134207	6.77e-179	74	83.784	62	12	1	2	1/2
ENSG00000104863	ENSG00000148943	2.56e-101	204	82.353	168	36	3	1	3/1
ENSG00000103121	ENSG00000136213	7.16e-132	101	84.158	85	16	-3	-2	-3/-2
ENSG00000108759	ENSG00000197079	1.25e-179	329	80.851	266	63	3	2	3/2
ENSG00000123908	ENSG00000092847	0	838	83.652	701	137	3	1	3/1
ENSG00000113851	ENSG00000072756	1.18e-72	116	98.276	114	2	2	-3	2/-3
ENSG00000107796	ENSG00000159251	0	388	96.907	376	12	1	3	1/3
ENSG00000107796	ENSG00000163017	0	376	98.936	372	4	1	2	1/2
ENSG00000106305	ENSG00000086232	1.88e-106	178	100	178	0	-1	2	-1/2
ENSG00000109132	ENSG00000165462	1.75e-55	92	82.609	76	16	1	2	1/2
ENSG00000102962	ENSG00000175782	1.51e-66	60	80	48	12	3	-2	3/-2
ENSG00000102962	ENSG00000160991	1.39e-60	55	80	44	11	1	-3	1/-3
ENSG00000064199	ENSG00000110013	9.03e-27	52	96.154	50	2	2	-2	2/-2
ENSG00000109084	ENSG00000109083	1.5e-73	120	100	120	0	3	-1	3/-1
ENSG00000109084	ENSG00000109083	5.35e-69	120	100	120	0	-1	3	-1/3
ENSG00000109084	ENSG00000109083	7.35e-65	120	100	120	0	-2	1	-2/1
ENSG00000105647	ENSG00000268173	0	402	100	402	0	1	3	1/3
ENSG00000114904	ENSG00000114902	0	898	100	898	0	-3	2	-3/2
ENSG00000104129	ENSG00000137880	9.5e-128	161	100	161	0	-2	2	-2/2
ENSG00000104129	ENSG00000137880	1.24e-121	161	100	161	0	3	-1	3/-1
ENSG00000104129	ENSG00000137880	2.08e-116	161	100	161	0	-1	1	-1/1
ENSG00000104826	ENSG00000213030	1.95e-72	123	86.179	106	17	-1	-2	-1/-2
ENSG00000104826	ENSG00000104827	1.76e-71	123	86.179	106	17	-1	-2	-1/-2
ENSG00000102128	ENSG00000172476	0	254	98.031	249	5	3	2	3/2
ENSG00000102128	ENSG00000172476	0	254	98.031	249	5	3	1	3/1
ENSG00000108379	ENSG00000154342	0	347	85.014	295	52	2	1	2/1
ENSG00000106089	ENSG00000099365	7.14e-137	257	85.214	219	38	1	2	1/2
ENSG00000109272	ENSG00000163737	2.29e-47	102	87.255	89	13	-2	-3	-2/-3
ENSG00000104888	ENSG00000091664	0	512	82.422	422	90	2	3	2/3
ENSG00000104888	ENSG00000179520	0	178	84.831	151	27	2	1	2/1
ENSG00000175106	ENSG00000259024	3.3e-118	186	100	186	0	1	3	1/3
ENSG00000113248	ENSG00000113205	0	158	89.241	141	17	1	2	1/2
ENSG00000113248	ENSG00000272674	1.76e-172	160	85	136	24	1	2	1/2
ENSG00000106080	ENSG00000175782	3.66e-104	81	83.951	68	13	-2	-1	-2/-1
ENSG00000106080	ENSG00000163683	2.93e-113	50	80	40	10	-3	-2	-3/-2
ENSG00000108179	ENSG00000196262	1.16e-82	145	80	116	29	3	1	3/1
ENSG00000109107	ENSG00000149925	0	366	81.967	300	66	3	1	3/1
ENSG00000106245	ENSG00000106246	1.36e-70	73	100	73	0	-1	1	-1/1
ENSG00000106245	ENSG00000106246	1.55e-68	73	100	73	0	-2	2	-2/2
ENSG00000104221	ENSG00000020181	3.1e-158	236	100	236	0	-1	2	-1/2
ENSG00000104221	ENSG00000020181	1.4e-156	236	100	236	0	-2	3	-2/3
ENSG00000104221	ENSG00000020181	1.64e-150	236	100	236	0	3	-2	3/-2
ENSG00000102057	ENSG00000171385	0	241	84.232	203	38	3	2	3/2
ENSG00000102057	ENSG00000171385	0	241	84.232	203	38	3	1	3/1
ENSG00000123569	ENSG00000101812	7.6e-79	64	81.25	52	12	3	1	3/1
ENSG00000113209	ENSG00000113211	0	104	91.346	95	9	-3	-1	-3/-1
ENSG00000111725	ENSG00000131791	1.37e-107	95	88.421	84	11	1	2	1/2
ENSG00000111639	ENSG00000010292	6.78e-42	73	100	73	0	-1	1	-1/1
ENSG00000111639	ENSG00000010292	3.32e-41	73	100	73	0	2	-2	2/-2
ENSG00000091010	ENSG00000152192	2.8e-119	165	89.091	147	18	3	1	3/1
ENSG00000132275	ENSG00000175782	3.03e-28	62	80.645	50	12	2	-2	2/-2
ENSG00000115282	ENSG00000175575	1.4e-25	55	85.455	47	8	2	1	2/1
ENSG00000115282	ENSG00000229676	2.26e-27	56	87.5	49	7	2	1	2/1
ENSG00000131738	ENSG00000006059	0	386	93.264	360	26	3	1	3/1
ENSG00000131738	ENSG00000094796	0	183	93.443	171	12	-2	-3	-2/-3
ENSG00000105705	ENSG00000129933	4.67e-32	54	100	54	0	-2	2	-2/2
ENSG00000105705	ENSG00000129933	5.47e-30	54	100	54	0	3	-3	3/-3
ENSG00000226941	ENSG00000169800	0	415	100	415	0	1	2	1/2
ENSG00000226941	ENSG00000234414	0	415	99.277	412	3	1	3	1/3
ENSG00000122543	ENSG00000135175	2.3e-153	231	98.268	227	4	-3	-1	-3/-1
ENSG00000133028	ENSG00000072958	7.28e-173	56	82.143	46	10	3	-1	3/-1
ENSG00000133028	ENSG00000198393	1.28e-123	51	82.353	42	9	1	2	1/2
ENSG00000105821	ENSG00000105819	3.71e-69	57	100	57	0	-3	3	-3/3
ENSG00000105821	ENSG00000105819	1.7e-64	57	100	57	0	2	-1	2/-1
ENSG00000134001	ENSG00000100554	4.34e-51	84	100	84	0	-3	1	-3/1
ENSG00000134001	ENSG00000100554	7.57e-50	84	100	84	0	1	-3	1/-3
ENSG00000134001	ENSG00000100554	2.3e-47	84	100	84	0	-1	2	-1/2
ENSG00000134001	ENSG00000100554	2.92e-46	84	100	84	0	2	-1	2/-1
ENSG00000129824	ENSG00000280969	4.44e-172	264	93.939	248	16	2	1	2/1
ENSG00000129824	ENSG00000198034	1.15e-171	265	92.83	246	19	2	1	2/1
ENSG00000028839	ENSG00000146411	0	463	100	463	0	1	-2	1/-2
ENSG00000131097	ENSG00000108883	2.62e-28	50	100	50	0	2	-1	2/-1
ENSG00000131097	ENSG00000108883	8.62e-27	50	100	50	0	-1	3	-1/3
ENSG00000131097	ENSG00000108883	5.79e-26	50	100	50	0	3	-2	3/-2
ENSG00000131097	ENSG00000108883	4.94e-24	50	100	50	0	-2	1	-2/1
ENSG00000126602	ENSG00000213918	1.01e-141	68	97.059	66	2	3	-1	3/-1
ENSG00000127528	ENSG00000136826	3.24e-71	103	94.175	97	6	3	1	3/1
ENSG00000126261	ENSG00000215193	7.19e-29	61	80.328	49	12	2	-1	2/-1
ENSG00000256683	ENSG00000176024	0	64	85.938	55	9	1	3	1/3
ENSG00000123584	ENSG00000267978	0	460	99.565	458	2	2	1	2/1
ENSG00000133275	ENSG00000151292	0	247	93.927	232	15	2	1	2/1
ENSG00000121297	ENSG00000179981	0	148	85.135	126	22	2	1	2/1
ENSG00000121297	ENSG00000179981	0	148	85.135	126	22	2	3	2/3
ENSG00000118160	ENSG00000100678	0	205	84.878	174	31	1	3	1/3
ENSG00000118160	ENSG00000100678	0	205	84.878	174	31	1	3	1/3
ENSG00000170454	ENSG00000186081	0	355	87.042	309	46	3	2	3/2
ENSG00000170454	ENSG00000205420	0	355	84.507	300	55	3	1	3/1
ENSG00000116205	ENSG00000160991	1.36e-62	53	81.132	43	10	2	-3	2/-3
ENSG00000116205	ENSG00000160991	1.48e-62	53	81.132	43	10	2	-3	2/-3
ENSG00000134061	ENSG00000167693	6.65e-42	96	81.25	78	18	-3	-2	-3/-2
ENSG00000134061	ENSG00000167693	6.65e-42	96	81.25	78	18	-3	-2	-3/-2
ENSG00000171360	ENSG00000108417	2.17e-169	159	90.566	144	15	-2	-1	-2/-1
ENSG00000129235	ENSG00000108590	0	408	100	408	0	2	-3	2/-3
ENSG00000129235	ENSG00000108590	0	408	100	408	0	-2	3	-2/3
ENSG00000129235	ENSG00000198920	1.77e-33	56	100	56	0	-2	2	-2/2
