query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe
ENSG00000090581	ENSG00000059145	0	302	100	302	0	2	-2
ENSG00000090581	ENSG00000059145	6.01e-178	302	100	302	0	3	-3
ENSG00000059145	ENSG00000090581	0	302	100	302	0	-2	2
ENSG00000059145	ENSG00000090581	1.36e-177	302	100	302	0	-3	3
ENSG00000086232	ENSG00000106305	7.52e-106	178	100	178	0	2	-1
ENSG00000106305	ENSG00000086232	1.88e-106	178	100	178	0	-1	2
ENSG00000092607	ENSG00000112837	7.74e-157	234	85.47	200	34	1	3
ENSG00000092607	ENSG00000112837	2.23e-157	234	85.47	200	34	2	3
ENSG00000112837	ENSG00000092607	1.48e-156	252	80.952	204	48	3	1
ENSG00000112837	ENSG00000092607	6.33e-159	252	80.952	204	48	3	2
ENSG00000243811	ENSG00000128394	0	246	88.211	217	29	3	1
ENSG00000128394	ENSG00000243811	0	360	83.889	302	58	1	3
ENSG00000100030	ENSG00000102882	0	346	88.15	305	41	1	2
ENSG00000102882	ENSG00000100030	0	345	88.116	304	41	2	1
ENSG00000109061	ENSG00000264424	0	630	95.873	604	26	3	1
ENSG00000264424	ENSG00000109061	0	862	95.592	824	38	1	3
ENSG00000088038	ENSG00000105617	1.05e-74	68	100	68	0	3	-3
ENSG00000105617	ENSG00000088038	3.83e-75	68	100	68	0	-3	3
ENSG00000016082	ENSG00000159556	0	188	81.383	153	35	3	2
ENSG00000159556	ENSG00000016082	2.71e-174	188	81.383	153	35	2	3
ENSG00000105664	ENSG00000113296	0	271	87.823	238	33	1	2
ENSG00000113296	ENSG00000105664	0	277	87.004	241	36	2	1
ENSG00000111725	ENSG00000131791	1.37e-107	95	88.421	84	11	1	2
ENSG00000131791	ENSG00000111725	2.94e-107	95	88.421	84	11	2	1
ENSG00000102128	ENSG00000172476	0	254	98.031	249	5	3	2
ENSG00000102128	ENSG00000172476	0	254	98.031	249	5	3	1
ENSG00000172476	ENSG00000102128	0	242	98.347	238	4	2	3
ENSG00000172476	ENSG00000102128	0	242	98.347	238	4	1	3
ENSG00000104863	ENSG00000148943	2.56e-101	204	82.353	168	36	3	1
ENSG00000148943	ENSG00000104863	1.89e-100	204	82.353	168	36	1	3
ENSG00000104129	ENSG00000137880	9.5e-128	161	100	161	0	-2	2
ENSG00000104129	ENSG00000137880	1.24e-121	161	100	161	0	3	-1
ENSG00000104129	ENSG00000137880	2.08e-116	161	100	161	0	-1	1
ENSG00000137880	ENSG00000104129	6.83e-129	161	100	161	0	2	-2
ENSG00000137880	ENSG00000104129	1.98e-122	161	100	161	0	-1	3
ENSG00000137880	ENSG00000104129	1.61e-116	161	100	161	0	1	-1
ENSG00000108773	ENSG00000114166	0	239	83.682	200	39	1	3
ENSG00000114166	ENSG00000108773	0	252	81.349	205	47	3	1
ENSG00000104888	ENSG00000091664	0	512	82.422	422	90	2	3
ENSG00000091664	ENSG00000104888	0	512	82.422	422	90	3	2
ENSG00000105254	ENSG00000105258	2.94e-77	120	100	120	0	1	-1
ENSG00000105254	ENSG00000105258	1.33e-75	120	100	120	0	-1	2
ENSG00000105258	ENSG00000105254	1.7e-77	120	100	120	0	-1	1
ENSG00000105258	ENSG00000105254	7.7e-76	120	100	120	0	2	-1
ENSG00000114853	ENSG00000198740	0	260	91.538	238	22	3	2
ENSG00000198740	ENSG00000114853	1.82e-176	245	93.878	230	15	2	3
ENSG00000108379	ENSG00000154342	0	347	85.014	295	52	2	1
ENSG00000154342	ENSG00000108379	0	344	85.465	294	50	1	2
ENSG00000108590	ENSG00000129235	0	408	100	408	0	3	-2
ENSG00000129235	ENSG00000108590	0	408	100	408	0	2	-3
ENSG00000111615	ENSG00000139278	0	379	99.736	378	1	-2	2
ENSG00000139278	ENSG00000111615	0	379	99.736	378	1	2	-2
ENSG00000039123	ENSG00000067113	1.23e-100	160	100	160	0	1	-2
ENSG00000039123	ENSG00000067113	6e-100	160	100	160	0	-2	2
ENSG00000039123	ENSG00000067113	5.55e-99	160	100	160	0	-3	3
ENSG00000067113	ENSG00000039123	4.27e-101	160	100	160	0	-2	1
ENSG00000067113	ENSG00000039123	2.09e-100	160	100	160	0	2	-2
ENSG00000067113	ENSG00000039123	1.93e-99	160	100	160	0	3	-3
ENSG00000108417	ENSG00000171360	0	252	87.302	220	32	-1	-2
ENSG00000171360	ENSG00000108417	2.17e-169	159	90.566	144	15	-2	-1
ENSG00000106004	ENSG00000120075	3.49e-78	80	93.75	75	5	2	1
ENSG00000120075	ENSG00000106004	2.33e-68	80	93.75	75	5	1	2
ENSG00000060138	ENSG00000065978	7.86e-56	91	94.505	86	5	1	2
ENSG00000065978	ENSG00000060138	6.48e-56	91	94.505	86	5	2	1
ENSG00000111639	ENSG00000010292	6.78e-42	73	100	73	0	-1	1
ENSG00000111639	ENSG00000010292	3.32e-41	73	100	73	0	2	-2
ENSG00000010292	ENSG00000111639	3.36e-41	73	100	73	0	1	-1
ENSG00000010292	ENSG00000111639	2.86e-39	73	100	73	0	-1	1
ENSG00000010292	ENSG00000111639	1.64e-40	73	100	73	0	-2	2
ENSG00000114349	ENSG00000134183	0	326	83.129	271	55	1	2
ENSG00000134183	ENSG00000114349	0	344	82.558	284	60	2	1
ENSG00000103064	ENSG00000103061	0	977	100	977	0	-3	2
ENSG00000103061	ENSG00000103064	0	977	100	977	0	2	-3
ENSG00000108468	ENSG00000122565	1.42e-59	67	86.567	58	9	2	3
ENSG00000122565	ENSG00000108468	6.56e-60	68	85.294	58	10	3	2
ENSG00000113722	ENSG00000165556	2.31e-37	64	93.75	60	4	2	1
ENSG00000165556	ENSG00000113722	4.16e-41	71	90.141	64	7	1	2
ENSG00000112309	ENSG00000112305	0	519	100	519	0	3	-2
ENSG00000112305	ENSG00000112309	0	519	100	519	0	-2	3
ENSG00000107018	ENSG00000107014	5.52e-139	260	83.462	217	43	-3	-2
ENSG00000107014	ENSG00000107018	6.3e-149	260	84.231	219	41	3	2
ENSG00000109208	ENSG00000171201	9.67e-97	59	94.915	56	3	-3	-2
ENSG00000171201	ENSG00000109208	4.14e-89	71	91.549	65	6	2	3
ENSG00000123908	ENSG00000092847	0	838	83.652	701	137	3	1
ENSG00000092847	ENSG00000123908	0	856	82.477	706	150	1	3
ENSG00000109132	ENSG00000165462	1.75e-55	92	82.609	76	16	1	2
ENSG00000165462	ENSG00000109132	2.73e-59	99	84.848	84	15	2	1
ENSG00000127720	ENSG00000133773	1.31e-58	97	100	97	0	1	-3
ENSG00000133773	ENSG00000127720	1.24e-58	97	100	97	0	-3	1
ENSG00000132207	ENSG00000181625	0	244	100	244	0	2	1
ENSG00000181625	ENSG00000132207	0	244	100	244	0	1	2
ENSG00000254245	ENSG00000081853	0	412	100	412	0	3	2
ENSG00000081853	ENSG00000254245	0	412	100	412	0	2	3
ENSG00000120094	ENSG00000105991	5.2e-38	54	85.185	46	8	1	2
ENSG00000120094	ENSG00000105991	1e-37	54	85.185	46	8	1	3
ENSG00000105991	ENSG00000120094	5.28e-45	65	86.154	56	9	2	1
ENSG00000105991	ENSG00000120094	1.33e-44	65	86.154	56	9	3	1
ENSG00000121068	ENSG00000135111	4.79e-169	239	87.448	209	30	3	2
ENSG00000135111	ENSG00000121068	1.35e-168	239	87.448	209	30	2	3
ENSG00000130449	ENSG00000162415	0	532	80.263	427	105	1	3
ENSG00000162415	ENSG00000130449	0	193	86.01	166	27	3	1
ENSG00000282608	ENSG00000121933	9.93e-121	163	100	163	0	1	2
ENSG00000121933	ENSG00000282608	2.39e-98	164	98.78	162	2	-2	-1
ENSG00000123143	ENSG00000065243	0	331	80.363	266	65	2	3
ENSG00000065243	ENSG00000123143	0	332	80.422	267	65	3	2
ENSG00000119638	ENSG00000160602	4.07e-74	71	87.324	62	9	2	1
ENSG00000160602	ENSG00000119638	5.74e-156	71	87.324	62	9	1	2
ENSG00000120324	ENSG00000177839	0	672	92.411	621	51	3	1
ENSG00000177839	ENSG00000120324	0	669	92.377	618	51	1	3
ENSG00000124140	ENSG00000113504	0	256	89.453	229	27	2	3
ENSG00000113504	ENSG00000124140	0	548	81.204	445	103	3	2
ENSG00000122543	ENSG00000135175	2.3e-153	231	98.268	227	4	-3	-1
ENSG00000135175	ENSG00000122543	2.3e-153	231	98.268	227	4	-1	-3
ENSG00000131094	ENSG00000186897	7.33e-87	134	88.06	118	16	3	1
ENSG00000186897	ENSG00000131094	1.1e-81	134	88.06	118	16	1	3
ENSG00000130733	ENSG00000142453	1.09e-136	245	100	245	0	2	-1
ENSG00000142453	ENSG00000130733	4.97e-138	245	100	245	0	-1	2
ENSG00000115042	ENSG00000144199	0	329	96.657	318	11	-1	-3
ENSG00000144199	ENSG00000115042	0	321	98.131	315	6	3	1
ENSG00000160145	ENSG00000038382	0	182	86.264	157	25	2	1
ENSG00000038382	ENSG00000160145	0	364	85.165	310	54	1	2
ENSG00000131462	ENSG00000037042	0	454	97.577	443	11	3	2
ENSG00000037042	ENSG00000131462	0	465	96.344	448	17	2	3
ENSG00000127780	ENSG00000180016	5.45e-164	192	91.667	176	16	-2	-1
ENSG00000180016	ENSG00000127780	1.8e-162	188	92.021	173	15	-1	-2
ENSG00000115486	ENSG00000168906	3.62e-126	185	100	185	0	3	-3
ENSG00000115486	ENSG00000168906	7.4e-119	185	100	185	0	-3	2
ENSG00000168906	ENSG00000115486	1.3e-126	185	100	185	0	-3	3
ENSG00000168906	ENSG00000115486	2.66e-119	185	100	185	0	2	-3
ENSG00000120329	ENSG00000102743	0	315	86.667	273	42	1	3
ENSG00000102743	ENSG00000120329	0	315	86.667	273	42	3	1
ENSG00000129204	ENSG00000170832	0	779	92.94	724	55	-2	-3
ENSG00000170832	ENSG00000129204	0	784	92.73	727	57	-2	-3
ENSG00000121281	ENSG00000166164	0	725	100	725	0	-2	1
ENSG00000166164	ENSG00000121281	0	726	100	726	0	1	-2
ENSG00000134250	ENSG00000264343	2.59e-159	238	97.479	232	6	3	1
ENSG00000264343	ENSG00000134250	2.86e-171	246	97.561	240	6	1	3
ENSG00000126778	ENSG00000170577	1.59e-128	188	95.213	179	9	1	3
ENSG00000170577	ENSG00000126778	2.17e-121	174	95.977	167	7	3	1
ENSG00000128383	ENSG00000179750	7.76e-173	229	93.886	215	14	3	1
ENSG00000179750	ENSG00000128383	8.34e-173	229	93.886	215	14	1	3
ENSG00000059122	ENSG00000162076	6.51e-49	67	85.075	57	10	-3	-2
ENSG00000162076	ENSG00000059122	3.43e-34	67	85.075	57	10	-2	-3
ENSG00000116132	ENSG00000167157	7.01e-60	71	92.958	66	5	2	3
ENSG00000167157	ENSG00000116132	9.67e-54	71	92.958	66	5	3	2
ENSG00000119778	ENSG00000156802	0	335	81.791	274	61	3	1
ENSG00000156802	ENSG00000119778	0	335	81.791	274	61	1	3
ENSG00000058262	ENSG00000065665	0	475	93.684	445	30	2	3
ENSG00000065665	ENSG00000058262	0	477	93.501	446	31	3	2
ENSG00000121297	ENSG00000179981	0	148	85.135	126	22	2	3
ENSG00000179981	ENSG00000121297	0	148	85.135	126	22	3	2
ENSG00000105705	ENSG00000129933	4.67e-32	54	100	54	0	-2	2
ENSG00000105705	ENSG00000129933	5.47e-30	54	100	54	0	3	-3
ENSG00000129933	ENSG00000105705	7.82e-29	50	100	50	0	2	-2
ENSG00000129933	ENSG00000105705	2.57e-27	50	100	50	0	-3	3
ENSG00000109805	ENSG00000178177	0	474	100	474	0	-2	1
ENSG00000178177	ENSG00000109805	0	474	100	474	0	1	-2
ENSG00000028839	ENSG00000146411	0	463	100	463	0	1	-2
ENSG00000146411	ENSG00000028839	0	463	100	463	0	-2	1
ENSG00000125398	ENSG00000100146	7.06e-129	121	90.909	110	11	1	2
ENSG00000125398	ENSG00000100146	7.33e-129	121	90.909	110	11	1	2
ENSG00000100146	ENSG00000125398	1.02e-127	128	89.062	114	14	2	1
ENSG00000083307	ENSG00000134317	0	53	92.453	49	4	3	2
ENSG00000134317	ENSG00000083307	1.86e-180	53	92.453	49	4	2	3
ENSG00000119669	ENSG00000170604	9.54e-134	84	89.286	75	9	2	1
ENSG00000170604	ENSG00000119669	9.19e-139	87	88.506	77	10	1	2
ENSG00000124657	ENSG00000168131	5.33e-171	310	81.613	253	57	1	3
ENSG00000168131	ENSG00000124657	7.12e-171	310	81.613	253	57	3	1
ENSG00000119729	ENSG00000151665	2.05e-143	219	100	219	0	2	-1
ENSG00000151665	ENSG00000119729	8.88e-144	219	100	219	0	-1	2
ENSG00000116035	ENSG00000148704	8.92e-57	97	90.722	88	9	3	1
ENSG00000148704	ENSG00000116035	2.62e-55	105	85.714	90	15	1	3
ENSG00000187545	ENSG00000204479	0	489	86.912	425	64	-3	-2
ENSG00000204479	ENSG00000187545	0	489	86.912	425	64	-2	-3
ENSG00000099822	ENSG00000138622	0	550	90	495	55	3	2
ENSG00000138622	ENSG00000099822	0	562	88.612	498	64	2	3
ENSG00000125966	ENSG00000156103	0	176	85.227	150	26	2	1
ENSG00000156103	ENSG00000125966	0	176	85.227	150	26	1	2
ENSG00000118579	ENSG00000047662	0	1107	100	1107	0	3	-1
ENSG00000047662	ENSG00000118579	0	1107	100	1107	0	-1	3
ENSG00000187272	ENSG00000241595	4.92e-135	172	83.14	143	29	-1	-2
ENSG00000241595	ENSG00000187272	1.53e-75	151	83.444	126	25	-2	-1
ENSG00000131668	ENSG00000043039	8.03e-46	72	80.556	58	14	2	1
ENSG00000043039	ENSG00000131668	9.65e-46	72	80.556	58	14	1	2
ENSG00000128245	ENSG00000170027	4e-142	246	86.992	214	32	1	2
ENSG00000170027	ENSG00000128245	4.92e-135	235	87.66	206	29	2	1
ENSG00000132475	ENSG00000188375	0	129	96.899	125	4	2	1
ENSG00000188375	ENSG00000132475	0	129	96.899	125	4	1	2
ENSG00000119673	ENSG00000184227	0	304	98.355	299	5	-3	-2
ENSG00000184227	ENSG00000119673	0	475	96	456	19	-2	-3
ENSG00000131459	ENSG00000198380	0	446	81.166	362	84	3	1
ENSG00000198380	ENSG00000131459	0	446	81.166	362	84	1	3
ENSG00000115386	ENSG00000172023	2.78e-108	217	81.106	176	41	-2	-1
ENSG00000172023	ENSG00000115386	1.41e-101	217	81.106	176	41	-1	-2
ENSG00000112659	ENSG00000044090	0	210	85.714	180	30	-3	-1
ENSG00000044090	ENSG00000112659	0	223	84.305	188	35	-1	-3
ENSG00000188536	ENSG00000206172	5.22e-112	178	95.506	170	8	1	2
ENSG00000206172	ENSG00000188536	4.91e-112	178	95.506	170	8	2	1
ENSG00000125629	ENSG00000186480	3.09e-110	185	84.324	156	29	3	2
ENSG00000186480	ENSG00000125629	1.29e-89	185	84.324	156	29	2	3
ENSG00000133243	ENSG00000064726	0	379	84.697	321	58	1	3
ENSG00000064726	ENSG00000133243	0	379	84.697	321	58	3	1
ENSG00000134072	ENSG00000183049	0	323	82.353	266	57	2	3
ENSG00000183049	ENSG00000134072	0	309	84.79	262	47	3	2
ENSG00000182187	ENSG00000163254	1.19e-98	83	95.181	79	4	1	3
ENSG00000163254	ENSG00000182187	1.16e-98	83	95.181	79	4	3	1
ENSG00000136231	ENSG00000159217	0	188	80.319	151	37	1	2
ENSG00000159217	ENSG00000136231	0	163	82.209	134	29	2	1
ENSG00000121454	ENSG00000107187	1.23e-138	127	80.315	102	25	2	3
ENSG00000107187	ENSG00000121454	9.39e-141	126	80.952	102	24	3	2
ENSG00000125492	ENSG00000143032	7.08e-37	84	82.143	69	15	-2	-1
ENSG00000143032	ENSG00000125492	3.37e-42	73	82.192	60	13	-1	-2
ENSG00000139648	ENSG00000186049	0	365	89.315	326	39	2	3
ENSG00000186049	ENSG00000139648	0	365	89.315	326	39	3	2
ENSG00000005339	ENSG00000100393	0	471	90.446	426	45	1	2
ENSG00000100393	ENSG00000005339	0	490	88.163	432	58	2	1
ENSG00000083750	ENSG00000155876	0	273	97.802	267	6	3	2
ENSG00000155876	ENSG00000083750	0	273	97.802	267	6	2	3
ENSG00000101624	ENSG00000128789	2.08e-35	85	92.941	79	6	-3	2
ENSG00000128789	ENSG00000101624	1.15e-35	85	92.941	79	6	2	-3
ENSG00000047457	ENSG00000163755	0	411	100	411	0	2	-1
ENSG00000163755	ENSG00000047457	0	411	100	411	0	-1	2
ENSG00000128881	ENSG00000146216	0	314	81.529	256	58	2	3
ENSG00000146216	ENSG00000128881	0	317	81.073	257	60	3	2
ENSG00000136240	ENSG00000105438	1.05e-123	213	83.568	178	35	3	1
ENSG00000105438	ENSG00000136240	1.53e-108	184	84.239	155	29	1	3
ENSG00000126934	ENSG00000169032	0	228	92.544	211	17	3	1
ENSG00000169032	ENSG00000126934	0	225	92.444	208	17	1	3
ENSG00000115808	ENSG00000196792	0	99	83.838	83	16	1	3
ENSG00000196792	ENSG00000115808	0	99	83.838	83	16	3	1
ENSG00000137273	ENSG00000103241	4.21e-66	113	96.46	109	4	1	2
ENSG00000103241	ENSG00000137273	1.65e-68	127	90.551	115	12	2	1
ENSG00000138083	ENSG00000184302	2.24e-131	210	86.667	182	28	1	2
ENSG00000184302	ENSG00000138083	1.39e-127	209	86.603	181	28	2	1
ENSG00000136379	ENSG00000129968	2.42e-152	240	82.917	199	41	2	3
ENSG00000129968	ENSG00000136379	1.27e-140	249	80.723	201	48	3	2
ENSG00000134853	ENSG00000113721	0	152	81.579	124	28	2	3
ENSG00000113721	ENSG00000134853	0	154	80.519	124	30	3	2
ENSG00000243709	ENSG00000143768	0	399	94.486	377	22	3	2
ENSG00000143768	ENSG00000243709	0	335	95.821	321	14	2	3
ENSG00000144119	ENSG00000165985	1.2e-92	132	88.636	117	15	3	2
ENSG00000165985	ENSG00000144119	1.58e-86	132	88.636	117	15	2	3
ENSG00000103740	ENSG00000166411	0	870	100	870	0	-1	1
ENSG00000166411	ENSG00000103740	0	869	100	869	0	1	-1
ENSG00000133026	ENSG00000133392	0	981	81.957	804	177	2	3
ENSG00000133392	ENSG00000133026	0	896	82.478	739	157	3	2
ENSG00000135100	ENSG00000157895	0	474	100	474	0	3	-1
ENSG00000157895	ENSG00000135100	0	477	100	477	0	-1	3
ENSG00000141965	ENSG00000145780	0	115	83.478	96	19	1	2
ENSG00000145780	ENSG00000141965	0	115	83.478	96	19	2	1
ENSG00000109220	ENSG00000204116	3.18e-73	148	83.108	123	25	1	3
ENSG00000204116	ENSG00000109220	2.24e-68	68	85.294	58	10	3	1
ENSG00000139266	ENSG00000144583	9.52e-99	159	90.566	144	15	3	1
ENSG00000144583	ENSG00000139266	2.45e-122	185	86.486	160	25	1	3
ENSG00000136842	ENSG00000136925	0	555	100	555	0	-1	3
ENSG00000136925	ENSG00000136842	0	555	100	555	0	3	-1
ENSG00000135945	ENSG00000158417	3.6e-180	284	100	284	0	3	-1
ENSG00000135945	ENSG00000158417	3.55e-180	284	100	284	0	1	-1
ENSG00000158417	ENSG00000135945	4.4e-180	284	100	284	0	-1	3
ENSG00000158417	ENSG00000135945	4.4e-180	284	100	284	0	-1	1
ENSG00000081019	ENSG00000187257	0	363	82.369	299	64	2	1
ENSG00000187257	ENSG00000081019	0	363	82.369	299	64	1	2
ENSG00000126814	ENSG00000198830	1.41e-156	183	85.246	156	27	2	1
ENSG00000198830	ENSG00000126814	0	177	85.876	152	25	2	1
ENSG00000116254	ENSG00000111642	0	349	86.533	302	47	2	3
ENSG00000111642	ENSG00000116254	0	529	88.658	469	60	3	2
ENSG00000181381	ENSG00000137628	0	150	80.667	121	29	3	2
ENSG00000137628	ENSG00000181381	0	150	80.667	121	29	2	3
ENSG00000084731	ENSG00000101350	0	115	82.609	95	20	2	3
ENSG00000101350	ENSG00000084731	0	114	83.333	95	19	3	2
ENSG00000135018	ENSG00000188021	0	163	90.184	147	16	1	2
ENSG00000188021	ENSG00000135018	0	153	90.85	139	14	2	1
ENSG00000113712	ENSG00000180138	0	335	81.194	272	63	3	2
ENSG00000180138	ENSG00000113712	0	334	81.138	271	63	2	3
ENSG00000141429	ENSG00000144278	0	505	85.941	434	71	2	1
ENSG00000144278	ENSG00000141429	0	505	85.941	434	71	1	2
ENSG00000109787	ENSG00000118922	1.92e-59	91	92.308	84	7	3	1
ENSG00000118922	ENSG00000109787	2.94e-59	92	92.391	85	7	1	3
ENSG00000138685	ENSG00000170917	5.26e-138	196	98.98	194	2	2	-2
ENSG00000170917	ENSG00000138685	8.38e-139	196	98.98	194	2	-2	2
ENSG00000170917	ENSG00000138685	6.74e-139	196	98.98	194	2	-2	2
ENSG00000136682	ENSG00000172785	0	597	98.66	589	8	-1	-2
ENSG00000172785	ENSG00000136682	0	597	98.66	589	8	-2	-1
ENSG00000141232	ENSG00000183864	1.74e-82	121	80.165	97	24	1	3
ENSG00000183864	ENSG00000141232	1.45e-68	121	80.165	97	24	3	1
ENSG00000104903	ENSG00000162367	9.37e-31	62	85.484	53	9	2	1
ENSG00000162367	ENSG00000104903	3.03e-30	62	85.484	53	9	1	2
ENSG00000137801	ENSG00000186340	0	261	83.142	217	44	1	2
ENSG00000186340	ENSG00000137801	0	259	83.012	215	44	2	1
ENSG00000139112	ENSG00000170296	1.39e-68	116	87.069	101	15	2	3
ENSG00000170296	ENSG00000139112	1e-66	116	87.069	101	15	3	2
ENSG00000143933	ENSG00000160014	4.47e-98	153	99.346	152	1	3	2
ENSG00000160014	ENSG00000143933	8.6e-98	153	99.346	152	1	2	3
ENSG00000100764	ENSG00000119720	0	567	99.471	564	3	3	-3
ENSG00000119720	ENSG00000100764	0	567	99.471	564	3	-3	3
ENSG00000109158	ENSG00000145863	0	334	83.533	279	55	3	2
ENSG00000145863	ENSG00000109158	0	334	83.533	279	55	2	3
ENSG00000105464	ENSG00000161509	0	418	83.493	349	69	2	1
ENSG00000161509	ENSG00000105464	0	418	83.493	349	69	1	2
ENSG00000136698	ENSG00000152093	0	250	99.6	249	1	3	1
ENSG00000152093	ENSG00000136698	0	250	99.6	249	1	1	3
ENSG00000116489	ENSG00000198898	1.19e-164	288	86.806	250	38	1	2
ENSG00000198898	ENSG00000116489	2.09e-164	288	86.806	250	38	2	1
ENSG00000165055	ENSG00000087995	0	458	95.633	438	20	1	3
ENSG00000087995	ENSG00000165055	0	452	96.239	435	17	3	1
ENSG00000112246	ENSG00000159263	0	359	86.072	309	50	3	2
ENSG00000112246	ENSG00000159263	0	359	86.072	309	50	1	2
ENSG00000159263	ENSG00000112246	0	359	86.072	309	50	2	3
ENSG00000159263	ENSG00000112246	0	359	86.072	309	50	2	1
ENSG00000102753	ENSG00000186432	0	523	85.851	449	74	2	1
ENSG00000186432	ENSG00000102753	0	523	85.851	449	74	1	2
ENSG00000139946	ENSG00000197329	0	411	81.752	336	75	2	3
ENSG00000197329	ENSG00000139946	0	411	81.752	336	75	3	2
