GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0031491	nucleosome binding	10	3021	ENSG00000132475	H3F3B
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	10	6591	ENSG00000019549	SNAI2
GO:0015085	calcium ion transmembrane transporter activity	10	10368	ENSG00000006116	CACNG3
GO:0004386	helicase activity	10	23517	ENSG00000039123	MTREX
GO:0005506	iron ion binding	10	3040	ENSG00000188536	HBA2
GO:0017048	Rho GTPase binding	10	1856	ENSG00000004975	DVL2
GO:0000287	magnesium ion binding	10	3419	ENSG00000166411	IDH3A
GO:0005539	glycosaminoglycan binding	10	1311	ENSG00000105664	COMP
GO:0008168	methyltransferase activity	10	10498	ENSG00000142453	CARM1
GO:0061630	ubiquitin protein ligase activity	10	997	ENSG00000099804	CDC34
GO:0016741	transferase activity, transferring one-carbon groups	10	10498	ENSG00000142453	CARM1
GO:0008514	organic anion transmembrane transporter activity	10	6583	ENSG00000197208	SLC22A4
GO:0061659	ubiquitin-like protein ligase activity	10	997	ENSG00000099804	CDC34
GO:1901681	sulfur compound binding	10	1311	ENSG00000105664	COMP
GO:0005088	Ras guanyl-nucleotide exchange factor activity	10	7984	ENSG00000050327	ARHGEF5
GO:0008017	microtubule binding	10	4619	ENSG00000109061	MYH1
GO:0042277	peptide binding	10	11014	ENSG00000136240	KDELR2
GO:0005126	cytokine receptor binding	10	1652	ENSG00000099977	DDT
GO:0033218	amide binding	10	11014	ENSG00000136240	KDELR2
GO:0005085	guanyl-nucleotide exchange factor activity	10	7984	ENSG00000050327	ARHGEF5
GO:0015293	symporter activity	9	6583	ENSG00000197208	SLC22A4
GO:0022843	voltage-gated cation channel activity	9	10368	ENSG00000006116	CACNG3
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	9	140564	ENSG00000243811	APOBEC3D
GO:0035257	nuclear hormone receptor binding	9	3670	ENSG00000016082	ISL1
GO:0008083	growth factor activity	9	7060	ENSG00000113296	THBS4
GO:0015103	inorganic anion transmembrane transporter activity	9	6583	ENSG00000197208	SLC22A4
GO:0051427	hormone receptor binding	9	3670	ENSG00000016082	ISL1
GO:0140097	catalytic activity, acting on DNA	9	548593	ENSG00000132207	SLX1A
GO:0016758	transferase activity, transferring hexosyl groups	9	5837	ENSG00000068976	PYGM
GO:0005125	cytokine activity	9	10637	ENSG00000243709	LEFTY1
GO:0016746	transferase activity, transferring acyl groups	9	2648	ENSG00000108773	KAT2A
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	9	3670	ENSG00000016082	ISL1
GO:0030695	GTPase regulator activity	9	2776	ENSG00000156052	GNAQ
GO:0042578	phosphoric ester hydrolase activity	9	8611	ENSG00000067113	PLPP1
GO:0140104	molecular carrier activity	8	3040	ENSG00000188536	HBA2
GO:0019825	oxygen binding	8	3040	ENSG00000188536	HBA2
GO:0019003	GDP binding	8	5898	ENSG00000006451	RALA
GO:0015297	antiporter activity	8	6583	ENSG00000197208	SLC22A4
GO:0015238	drug transmembrane transporter activity	8	6584	ENSG00000197375	SLC22A5
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	8	6591	ENSG00000019549	SNAI2
GO:0001104	RNA polymerase II transcription cofactor activity	8	6913	ENSG00000092607	TBX15
GO:0035326	enhancer binding	8	3670	ENSG00000016082	ISL1
GO:0042826	histone deacetylase binding	8	2648	ENSG00000108773	KAT2A
GO:0030594	neurotransmitter receptor activity	8	2557	ENSG00000109158	GABRA4
GO:0005262	calcium channel activity	8	10368	ENSG00000006116	CACNG3
GO:0008201	heparin binding	8	1311	ENSG00000105664	COMP
GO:0016829	lyase activity	8	100037417	ENSG00000099974	DDTL
GO:0016829	lyase activity	8	100037417	ENSG00000099977	DDTL
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	8	2648	ENSG00000108773	KAT2A
GO:0050662	coenzyme binding	8	5837	ENSG00000068976	PYGM
GO:0005096	GTPase activator activity	8	2776	ENSG00000156052	GNAQ
GO:0140098	catalytic activity, acting on RNA	8	5438	ENSG00000105258	POLR2I
GO:0004857	enzyme inhibitor activity	8	551	ENSG00000101200	AVP
GO:0004402	histone acetyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0061733	peptide-lysine-N-acetyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0034212	peptide N-acetyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0016782	transferase activity, transferring sulfur-containing groups	7	5019	ENSG00000083720	OXCT1
GO:0030295	protein kinase activator activity	7	5605	ENSG00000126934	MAP2K2
GO:0005230	extracellular ligand-gated ion channel activity	7	57030	ENSG00000104888	SLC17A7
GO:0019209	kinase activator activity	7	5605	ENSG00000126934	MAP2K2
GO:0008080	N-acetyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0035258	steroid hormone receptor binding	7	3670	ENSG00000016082	ISL1
GO:0015108	chloride transmembrane transporter activity	7	57030	ENSG00000104888	SLC17A7
GO:0016410	N-acyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0016407	acetyltransferase activity	7	2648	ENSG00000108773	KAT2A
GO:0031490	chromatin DNA binding	7	3021	ENSG00000132475	H3F3B
GO:0099094	ligand-gated cation channel activity	7	610	ENSG00000099822	HCN2
GO:0003777	microtubule motor activity	7	4619	ENSG00000109061	MYH1
GO:0043492	ATPase activity, coupled to movement of substances	7	514	ENSG00000124172	ATP5F1E
GO:0002020	protease binding	7	1857	ENSG00000161202	DVL3
GO:0004519	endonuclease activity	7	27161	ENSG00000123908	AGO2
GO:0003774	motor activity	7	4619	ENSG00000109061	MYH1
GO:0001047	core promoter binding	7	27161	ENSG00000123908	AGO2
GO:0008194	UDP-glycosyltransferase activity	7	5283	ENSG00000100564	PIGH
GO:0016853	isomerase activity	7	1652	ENSG00000099977	DDT
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	7	10498	ENSG00000142453	CARM1
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	7	1549	ENSG00000198077	CYP2A7
GO:0015079	potassium ion transmembrane transporter activity	7	57468	ENSG00000124140	SLC12A5
GO:0017137	Rab GTPase binding	7	78992	ENSG00000130733	YIPF2
GO:0043177	organic acid binding	7	2644	ENSG00000137880	GCHFR
GO:0008234	cysteine-type peptidase activity	7	2648	ENSG00000108773	KAT2A
GO:0004518	nuclease activity	7	27161	ENSG00000123908	AGO2
GO:0045296	cadherin binding	7	5586	ENSG00000065243	PKN2
GO:0003729	mRNA binding	7	27161	ENSG00000123908	AGO2
GO:0005543	phospholipid binding	7	7057	ENSG00000137801	THBS1
GO:0005344	oxygen carrier activity	6	3040	ENSG00000188536	HBA2
GO:0031683	G-protein beta/gamma-subunit complex binding	6	2767	ENSG00000088256	GNA11
GO:0031492	nucleosomal DNA binding	6	3021	ENSG00000132475	H3F3B
GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	6	3670	ENSG00000016082	ISL1
GO:0008013	beta-catenin binding	6	1857	ENSG00000161202	DVL3
GO:0030165	PDZ domain binding	6	6583	ENSG00000197208	SLC22A4
GO:0001158	enhancer sequence-specific DNA binding	6	3670	ENSG00000016082	ISL1
GO:0005549	odorant binding	6	219469	ENSG00000181693	OR8H1
GO:0004497	monooxygenase activity	6	1549	ENSG00000198077	CYP2A7
GO:0004222	metalloendopeptidase activity	6	10893	ENSG00000125966	MMP24
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	6	3419	ENSG00000166411	IDH3A
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	6	2648	ENSG00000108773	KAT2A
GO:0101005	ubiquitinyl hydrolase activity	6	2648	ENSG00000108773	KAT2A
GO:0019783	ubiquitin-like protein-specific protease activity	6	2648	ENSG00000108773	KAT2A
GO:0001653	peptide receptor activity	6	10887	ENSG00000169618	PROKR1
GO:0001653	peptide receptor activity	6	10887	ENSG00000169621	PROKR1
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	6	3419	ENSG00000166411	IDH3A
GO:0001085	RNA polymerase II transcription factor binding	6	3670	ENSG00000016082	ISL1
GO:0005342	organic acid transmembrane transporter activity	6	57030	ENSG00000104888	SLC17A7
GO:0046943	carboxylic acid transmembrane transporter activity	6	57030	ENSG00000104888	SLC17A7
GO:0005057	signal transducer activity, downstream of receptor	6	5594	ENSG00000100030	MAPK1
GO:0004713	protein tyrosine kinase activity	6	5605	ENSG00000126934	MAP2K2
GO:0008237	metallopeptidase activity	6	10893	ENSG00000125966	MMP24
GO:0008022	protein C-terminus binding	6	5864	ENSG00000105649	RAB3A
GO:0031406	carboxylic acid binding	6	2644	ENSG00000137880	GCHFR
GO:0016791	phosphatase activity	6	8611	ENSG00000067113	PLPP1
GO:0008519	ammonium transmembrane transporter activity	5	6583	ENSG00000197208	SLC22A4
GO:0043539	protein serine/threonine kinase activator activity	5	5605	ENSG00000126934	MAP2K2
GO:0016790	thiolester hydrolase activity	5	10965	ENSG00000119673	ACOT2
GO:0005109	frizzled binding	5	1856	ENSG00000004975	DVL2
GO:0004712	protein serine/threonine/tyrosine kinase activity	5	5594	ENSG00000100030	MAPK1
GO:0022824	transmitter-gated ion channel activity	5	2557	ENSG00000109158	GABRA4
GO:0022835	transmitter-gated channel activity	5	2557	ENSG00000109158	GABRA4
GO:0015179	L-amino acid transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0099516	ion antiporter activity	5	6583	ENSG00000197208	SLC22A4
GO:0035064	methylated histone binding	5	26038	ENSG00000116254	CHD5
GO:0140034	methylation-dependent protein binding	5	26038	ENSG00000116254	CHD5
GO:0070063	RNA polymerase binding	5	51637	ENSG00000087302	RTRAF
GO:0015171	amino acid transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0005254	chloride channel activity	5	57030	ENSG00000104888	SLC17A7
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	5	1108	ENSG00000111642	CHD4
GO:0005253	anion channel activity	5	57030	ENSG00000104888	SLC17A7
GO:0008026	ATP-dependent helicase activity	5	23517	ENSG00000039123	MTREX
GO:0070035	purine NTP-dependent helicase activity	5	23517	ENSG00000039123	MTREX
GO:0015294	solute:cation symporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0047485	protein N-terminus binding	5	5604	ENSG00000169032	MAP2K1
GO:0016651	oxidoreductase activity, acting on NAD(P)H	5	84817	ENSG00000129235	TXNDC17
GO:0005179	hormone activity	5	5020	ENSG00000101405	OXT
GO:0004702	signal transducer, downstream of receptor, with serine/threonine kinase activity	5	5594	ENSG00000100030	MAPK1
GO:0008528	G-protein coupled peptide receptor activity	5	10887	ENSG00000169618	PROKR1
GO:0008528	G-protein coupled peptide receptor activity	5	10887	ENSG00000169621	PROKR1
GO:0016247	channel regulator activity	5	10368	ENSG00000006116	CACNG3
GO:0005319	lipid transporter activity	5	80765	ENSG00000172345	STARD5
GO:0015081	sodium ion transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0030674	protein binding, bridging	5	1856	ENSG00000004975	DVL2
GO:0051015	actin filament binding	5	4619	ENSG00000109061	MYH1
GO:0060090	molecular adaptor activity	5	1856	ENSG00000004975	DVL2
GO:0035091	phosphatidylinositol binding	5	257364	ENSG00000173548	SNX33
GO:0015651	quaternary ammonium group transmembrane transporter activity	4	6583	ENSG00000197208	SLC22A4
GO:0017154	semaphorin receptor activity	4	91584	ENSG00000221866	PLXNA4
GO:0004126	cytidine deaminase activity	4	140564	ENSG00000243811	APOBEC3D
GO:0004708	MAP kinase kinase activity	4	5594	ENSG00000100030	MAPK1
GO:0070492	oligosaccharide binding	4	5967	ENSG00000115386	REG1A
GO:0004012	phospholipid-translocating ATPase activity	4	79895	ENSG00000104043	ATP8B4
GO:0070696	transmembrane receptor protein serine/threonine kinase binding	4	55997	ENSG00000136698	CFC1
GO:0033612	receptor serine/threonine kinase binding	4	55997	ENSG00000136698	CFC1
GO:0015101	organic cation transmembrane transporter activity	4	6583	ENSG00000197208	SLC22A4
GO:0043425	bHLH transcription factor binding	4	3670	ENSG00000016082	ISL1
GO:0004683	calmodulin-dependent protein kinase activity	4	8536	ENSG00000134072	CAMK1
GO:0008175	tRNA methyltransferase activity	4	57570	ENSG00000126814	TRMT5
GO:0099604	ligand-gated calcium channel activity	4	2906	ENSG00000105464	GRIN2D
GO:0005217	intracellular ligand-gated ion channel activity	4	610	ENSG00000099822	HCN2
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	4	140564	ENSG00000243811	APOBEC3D
GO:0019239	deaminase activity	4	140564	ENSG00000243811	APOBEC3D
GO:0048020	CCR chemokine receptor binding	4	503841	ENSG00000187082	DEFB106B
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	4	1579	ENSG00000187048	CYP4A11
GO:0004601	peroxidase activity	4	84817	ENSG00000129235	TXNDC17
GO:0031593	polyubiquitin modification-dependent protein binding	4	29979	ENSG00000135018	UBQLN1
GO:0005048	signal sequence binding	4	11014	ENSG00000136240	KDELR2
GO:0005231	excitatory extracellular ligand-gated ion channel activity	4	57030	ENSG00000104888	SLC17A7
GO:0001102	RNA polymerase II activating transcription factor binding	4	3670	ENSG00000016082	ISL1
GO:0005160	transforming growth factor beta receptor binding	4	10637	ENSG00000243709	LEFTY1
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	4	84817	ENSG00000129235	TXNDC17
GO:0016860	intramolecular oxidoreductase activity	4	1652	ENSG00000099977	DDT
GO:0001191	transcriptional repressor activity, RNA polymerase II transcription factor binding	4	6913	ENSG00000092607	TBX15
GO:0008146	sulfotransferase activity	4	23563	ENSG00000135702	CHST5
GO:0045182	translation regulator activity	4	27102	ENSG00000086232	EIF2AK1
GO:0005548	phospholipid transporter activity	4	79895	ENSG00000104043	ATP8B4
GO:0005518	collagen binding	4	22795	ENSG00000087303	NID2
GO:0008173	RNA methyltransferase activity	4	57570	ENSG00000126814	TRMT5
GO:0003725	double-stranded RNA binding	4	4622	ENSG00000264424	MYH4
GO:0042379	chemokine receptor binding	4	503841	ENSG00000187082	DEFB106B
GO:0048365	Rac GTPase binding	4	1856	ENSG00000004975	DVL2
GO:0004536	deoxyribonuclease activity	4	548593	ENSG00000132207	SLX1A
GO:0002039	p53 binding	4	29117	ENSG00000166164	BRD7
GO:0033613	activating transcription factor binding	4	3670	ENSG00000016082	ISL1
GO:0046332	SMAD binding	4	10140	ENSG00000141232	TOB1
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	4	6663	ENSG00000100146	SOX10
GO:0051117	ATPase binding	4	5898	ENSG00000006451	RALA
GO:0004843	thiol-dependent ubiquitin-specific protease activity	4	9098	ENSG00000129204	USP6
GO:0008094	DNA-dependent ATPase activity	4	1108	ENSG00000111642	CHD4
GO:0016209	antioxidant activity	4	84817	ENSG00000129235	TXNDC17
GO:0001046	core promoter sequence-specific DNA binding	4	6662	ENSG00000125398	SOX9
GO:0008565	protein transporter activity	4	3839	ENSG00000102753	KPNA3
GO:0005249	voltage-gated potassium channel activity	4	610	ENSG00000099822	HCN2
GO:0042562	hormone binding	4	1139	ENSG00000175344	CHRNA7
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	4	729201	ENSG00000171478	SPACA5B
GO:0005178	integrin binding	4	7060	ENSG00000113296	THBS4
GO:0044325	ion channel binding	4	7533	ENSG00000128245	YWHAH
GO:0043021	ribonucleoprotein complex binding	4	29927	ENSG00000058262	SEC61A1
GO:0140101	catalytic activity, acting on a tRNA	4	57570	ENSG00000126814	TRMT5
GO:0005267	potassium channel activity	4	610	ENSG00000099822	HCN2
GO:0016798	hydrolase activity, acting on glycosyl bonds	4	729201	ENSG00000171478	SPACA5B
GO:0019838	growth factor binding	4	5156	ENSG00000134853	PDGFRA
GO:0003823	antigen binding	4	2220	ENSG00000160339	FCN2
GO:0032395	MHC class II receptor activity	3	3872	ENSG00000128422	KRT17
GO:0070410	co-SMAD binding	3	8928	ENSG00000160973	FOXH1
GO:0034450	ubiquitin-ubiquitin ligase activity	3	57161	ENSG00000139946	PELI2
GO:0032794	GTPase activating protein binding	3	91010	ENSG00000161791	FMNL3
GO:0004551	nucleotide diphosphatase activity	3	11162	ENSG00000170917	NUDT6
GO:0004383	guanylate cyclase activity	3	113	ENSG00000121281	ADCY7
GO:0008391	arachidonic acid monooxygenase activity	3	1549	ENSG00000198077	CYP2A7
GO:0008392	arachidonic acid epoxygenase activity	3	1549	ENSG00000198077	CYP2A7
GO:0015215	nucleotide transmembrane transporter activity	3	81034	ENSG00000164933	SLC25A32
GO:0004016	adenylate cyclase activity	3	113	ENSG00000121281	ADCY7
GO:0035173	histone kinase activity	3	5585	ENSG00000123143	PKN1
GO:0047617	acyl-CoA hydrolase activity	3	10965	ENSG00000119673	ACOT2
GO:0070577	lysine-acetylated histone binding	3	10498	ENSG00000142453	CARM1
GO:0140033	acetylation-dependent protein binding	3	10498	ENSG00000142453	CARM1
GO:0005234	extracellularly glutamate-gated ion channel activity	3	57030	ENSG00000104888	SLC17A7
GO:0099095	ligand-gated anion channel activity	3	57030	ENSG00000104888	SLC17A7
GO:0016289	CoA hydrolase activity	3	10965	ENSG00000119673	ACOT2
GO:0016849	phosphorus-oxygen lyase activity	3	113	ENSG00000121281	ADCY7
GO:0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	3	548593	ENSG00000132207	SLX1A
GO:0009975	cyclase activity	3	113	ENSG00000121281	ADCY7
GO:0030742	GTP-dependent protein binding	3	5864	ENSG00000105649	RAB3A
GO:0048027	mRNA 5'-UTR binding	3	10643	ENSG00000136231	IGF2BP3
GO:0070840	dynein complex binding	3	387885	ENSG00000186710	CFAP73
GO:0015605	organophosphate ester transmembrane transporter activity	3	81034	ENSG00000164933	SLC25A32
GO:0030552	cAMP binding	3	610	ENSG00000099822	HCN2
GO:0035198	miRNA binding	3	27161	ENSG00000123908	AGO2
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	3	157807	ENSG00000177182	CLVS1
GO:0001637	G-protein coupled chemoattractant receptor activity	3	3577	ENSG00000163464	CXCR1
GO:0004950	chemokine receptor activity	3	3577	ENSG00000163464	CXCR1
GO:0042605	peptide antigen binding	3	3117	ENSG00000196735	HLA-DQA1
GO:0042605	peptide antigen binding	3	3117	ENSG00000237541	HLA-DQA1
GO:0001106	RNA polymerase II transcription corepressor activity	3	6913	ENSG00000092607	TBX15
GO:0015491	cation:cation antiporter activity	3	6583	ENSG00000197208	SLC22A4
GO:0097718	disordered domain specific binding	3	805	ENSG00000143933	CALM2
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	3	548593	ENSG00000132207	SLX1A
GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	3	6496	ENSG00000138083	SIX3
GO:0061980	regulatory RNA binding	3	27161	ENSG00000123908	AGO2
GO:0015020	glucuronosyltransferase activity	3	135152	ENSG00000112309	B3GAT2
GO:0015298	solute:cation antiporter activity	3	6583	ENSG00000197208	SLC22A4
GO:0004003	ATP-dependent DNA helicase activity	3	1108	ENSG00000111642	CHD4
GO:0005310	dicarboxylic acid transmembrane transporter activity	3	57030	ENSG00000104888	SLC17A7
GO:0015932	nucleobase-containing compound transmembrane transporter activity	3	81034	ENSG00000164933	SLC25A32
GO:0030551	cyclic nucleotide binding	3	610	ENSG00000099822	HCN2
GO:0043394	proteoglycan binding	3	1311	ENSG00000105664	COMP
GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	3	2557	ENSG00000109158	GABRA4
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	3	2557	ENSG00000109158	GABRA4
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	3	27161	ENSG00000123908	AGO2
GO:0030331	estrogen receptor binding	3	3670	ENSG00000016082	ISL1
GO:0098960	postsynaptic neurotransmitter receptor activity	3	2557	ENSG00000109158	GABRA4
GO:0001221	transcription cofactor binding	3	6495	ENSG00000126778	SIX1
GO:0005245	voltage-gated calcium channel activity	3	10368	ENSG00000006116	CACNG3
GO:0035254	glutamate receptor binding	3	10369	ENSG00000166862	CACNG2
GO:0015036	disulfide oxidoreductase activity	3	84817	ENSG00000129235	TXNDC17
GO:0050681	androgen receptor binding	3	5585	ENSG00000123143	PKN1
GO:0001105	RNA polymerase II transcription coactivator activity	3	3670	ENSG00000016082	ISL1
GO:0000993	RNA polymerase II core binding	3	51637	ENSG00000087302	RTRAF
GO:0003678	DNA helicase activity	3	1108	ENSG00000111642	CHD4
GO:0004520	endodeoxyribonuclease activity	3	548593	ENSG00000132207	SLX1A
GO:0051018	protein kinase A binding	3	6662	ENSG00000125398	SOX9
GO:0042165	neurotransmitter binding	3	1139	ENSG00000175344	CHRNA7
GO:0043175	RNA polymerase core enzyme binding	3	51637	ENSG00000087302	RTRAF
GO:0005326	neurotransmitter transporter activity	3	57030	ENSG00000104888	SLC17A7
GO:0030170	pyridoxal phosphate binding	3	5837	ENSG00000068976	PYGM
GO:0043621	protein self-association	3	1856	ENSG00000004975	DVL2
GO:0070279	vitamin B6 binding	3	5837	ENSG00000068976	PYGM
GO:0051287	NAD binding	3	3419	ENSG00000166411	IDH3A
GO:0097110	scaffold protein binding	3	5595	ENSG00000102882	MAPK3
GO:0001098	basal transcription machinery binding	3	51637	ENSG00000087302	RTRAF
GO:0001099	basal RNA polymerase II transcription machinery binding	3	51637	ENSG00000087302	RTRAF
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	3	84817	ENSG00000129235	TXNDC17
GO:0033293	monocarboxylic acid binding	3	80765	ENSG00000172345	STARD5
GO:0017022	myosin binding	3	5898	ENSG00000006451	RALA
GO:0019829	cation-transporting ATPase activity	3	514	ENSG00000124172	ATP5F1E
GO:0003684	damaged DNA binding	3	1387	ENSG00000005339	CREBBP
GO:0022853	active ion transmembrane transporter activity	3	514	ENSG00000124172	ATP5F1E
GO:0042625	ATPase coupled ion transmembrane transporter activity	3	514	ENSG00000124172	ATP5F1E
GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	3	5156	ENSG00000134853	PDGFRA
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	3	5585	ENSG00000123143	PKN1
GO:0052813	phosphatidylinositol bisphosphate kinase activity	3	5156	ENSG00000134853	PDGFRA
GO:0001618	virus receptor activity	3	6317	ENSG00000057149	SERPINB3
GO:0104005	hijacked molecular function	3	6317	ENSG00000057149	SERPINB3
GO:0035004	phosphatidylinositol 3-kinase activity	3	5156	ENSG00000134853	PDGFRA
GO:0051219	phosphoprotein binding	3	5594	ENSG00000100030	MAPK1
