GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0051051	negative regulation of transport	9	94121	ENSG00000102362	SYTL4
GO:1904951	positive regulation of establishment of protein localization	9	2219	ENSG00000085265	FCN1
GO:0090066	regulation of anatomical structure size	9	5362	ENSG00000076356	PLXNA2
GO:0050878	regulation of body fluid levels	9	2767	ENSG00000088256	GNA11
GO:0001708	cell fate specification	8	3170	ENSG00000125798	FOXA2
GO:0035107	appendage morphogenesis	8	5362	ENSG00000076356	PLXNA2
GO:0035108	limb morphogenesis	8	5362	ENSG00000076356	PLXNA2
GO:0050770	regulation of axonogenesis	8	5362	ENSG00000076356	PLXNA2
GO:0060560	developmental growth involved in morphogenesis	8	5362	ENSG00000076356	PLXNA2
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	8	56113	ENSG00000081853	PCDHGA2
GO:0046883	regulation of hormone secretion	8	94121	ENSG00000102362	SYTL4
GO:0010769	regulation of cell morphogenesis involved in differentiation	8	5362	ENSG00000076356	PLXNA2
GO:0002758	innate immune response-activating signal transduction	8	2219	ENSG00000085265	FCN1
GO:0002218	activation of innate immune response	8	2219	ENSG00000085265	FCN1
GO:0070646	protein modification by small protein removal	8	54764	ENSG00000019995	ZRANB1
GO:0071375	cellular response to peptide hormone stimulus	8	57492	ENSG00000049618	ARID1B
GO:0048638	regulation of developmental growth	8	8531	ENSG00000060138	YBX3
GO:0001101	response to acid chemical	8	7473	ENSG00000108379	WNT3
GO:0035690	cellular response to drug	8	2767	ENSG00000088256	GNA11
GO:1903829	positive regulation of cellular protein localization	8	5594	ENSG00000100030	MAPK1
GO:0045089	positive regulation of innate immune response	8	2219	ENSG00000085265	FCN1
GO:0006631	fatty acid metabolic process	8	30	ENSG00000060971	ACAA1
GO:0010876	lipid localization	8	79895	ENSG00000104043	ATP8B4
GO:0006401	RNA catabolic process	8	23517	ENSG00000039123	MTREX
GO:0051052	regulation of DNA metabolic process	8	79977	ENSG00000083307	GRHL2
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	8	5700	ENSG00000100764	PSMC1
GO:0006816	calcium ion transport	8	815	ENSG00000070808	CAMK2A
GO:0045088	regulation of innate immune response	8	2219	ENSG00000085265	FCN1
GO:0051222	positive regulation of protein transport	8	2219	ENSG00000085265	FCN1
GO:0010498	proteasomal protein catabolic process	8	5700	ENSG00000100764	PSMC1
GO:0070838	divalent metal ion transport	8	815	ENSG00000070808	CAMK2A
GO:0072511	divalent inorganic cation transport	8	815	ENSG00000070808	CAMK2A
GO:0031349	positive regulation of defense response	8	2219	ENSG00000085265	FCN1
GO:0062012	regulation of small molecule metabolic process	8	5700	ENSG00000100764	PSMC1
GO:1901615	organic hydroxy compound metabolic process	8	30	ENSG00000060971	ACAA1
GO:0021510	spinal cord development	7	7545	ENSG00000152977	ZIC1
GO:0045995	regulation of embryonic development	7	9096	ENSG00000112837	TBX18
GO:0035270	endocrine system development	7	5594	ENSG00000100030	MAPK1
GO:0055123	digestive system development	7	2294	ENSG00000103241	FOXF1
GO:0007519	skeletal muscle tissue development	7	8531	ENSG00000060138	YBX3
GO:0021953	central nervous system neuron differentiation	7	7473	ENSG00000108379	WNT3
GO:0050796	regulation of insulin secretion	7	94121	ENSG00000102362	SYTL4
GO:0060538	skeletal muscle organ development	7	8531	ENSG00000060138	YBX3
GO:0007369	gastrulation	7	2294	ENSG00000103241	FOXF1
GO:0060541	respiratory system development	7	79977	ENSG00000083307	GRHL2
GO:0071229	cellular response to acid chemical	7	7473	ENSG00000108379	WNT3
GO:0030073	insulin secretion	7	94121	ENSG00000102362	SYTL4
GO:0050920	regulation of chemotaxis	7	5362	ENSG00000076356	PLXNA2
GO:0090276	regulation of peptide hormone secretion	7	94121	ENSG00000102362	SYTL4
GO:0051054	positive regulation of DNA metabolic process	7	79977	ENSG00000083307	GRHL2
GO:0003007	heart morphogenesis	7	79977	ENSG00000083307	GRHL2
GO:0030072	peptide hormone secretion	7	94121	ENSG00000102362	SYTL4
GO:0034504	protein localization to nucleus	7	5594	ENSG00000100030	MAPK1
GO:0060485	mesenchyme development	7	5594	ENSG00000100030	MAPK1
GO:0072001	renal system development	7	2294	ENSG00000103241	FOXF1
GO:0090305	nucleic acid phosphodiester bond hydrolysis	7	340554	ENSG00000102053	ZC3H12B
GO:0016579	protein deubiquitination	7	54764	ENSG00000019995	ZRANB1
GO:0043010	camera-type eye development	7	79977	ENSG00000083307	GRHL2
GO:0050808	synapse organization	7	1108	ENSG00000111642	CHD4
GO:0070588	calcium ion transmembrane transport	7	84239	ENSG00000127249	ATP13A4
GO:0033044	regulation of chromosome organization	7	5594	ENSG00000100030	MAPK1
GO:0032984	protein-containing complex disassembly	7	1452	ENSG00000113712	CSNK1A1
GO:0001655	urogenital system development	7	2294	ENSG00000103241	FOXF1
GO:0045930	negative regulation of mitotic cell cycle	7	4849	ENSG00000088038	CNOT3
GO:0016485	protein processing	7	2999	ENSG00000100450	GZMH
GO:0031331	positive regulation of cellular catabolic process	7	5700	ENSG00000100764	PSMC1
GO:0042254	ribosome biogenesis	7	23517	ENSG00000039123	MTREX
GO:0006869	lipid transport	7	79895	ENSG00000104043	ATP8B4
GO:0001654	eye development	7	79977	ENSG00000083307	GRHL2
GO:0006402	mRNA catabolic process	7	8531	ENSG00000060138	YBX3
GO:0010639	negative regulation of organelle organization	7	8260	ENSG00000102030	NAA10
GO:0007059	chromosome segregation	7	9918	ENSG00000010292	NCAPD2
GO:0032535	regulation of cellular component size	7	5362	ENSG00000076356	PLXNA2
GO:0042692	muscle cell differentiation	7	2294	ENSG00000103241	FOXF1
GO:0051047	positive regulation of secretion	7	2219	ENSG00000085265	FCN1
GO:0043900	regulation of multi-organism process	7	5586	ENSG00000065243	PKN2
GO:0050673	epithelial cell proliferation	7	5594	ENSG00000100030	MAPK1
GO:1901990	regulation of mitotic cell cycle phase transition	7	4849	ENSG00000088038	CNOT3
GO:0002683	negative regulation of immune system process	7	2294	ENSG00000103241	FOXF1
GO:0010256	endomembrane system organization	7	9519	ENSG00000028839	TBPL1
GO:0048608	reproductive structure development	7	8531	ENSG00000060138	YBX3
GO:0061458	reproductive system development	7	8531	ENSG00000060138	YBX3
GO:0006979	response to oxidative stress	7	5594	ENSG00000100030	MAPK1
GO:0009314	response to radiation	7	2767	ENSG00000088256	GNA11
GO:0008544	epidermis development	7	3883	ENSG00000006059	KRT33A
GO:0042326	negative regulation of phosphorylation	7	10048	ENSG00000010017	RANBP9
GO:0030335	positive regulation of cell migration	7	5594	ENSG00000100030	MAPK1
GO:0048663	neuron fate commitment	6	5396	ENSG00000116132	PRRX1
GO:0009798	axis specification	6	7473	ENSG00000108379	WNT3
GO:0048704	embryonic skeletal system morphogenesis	6	79977	ENSG00000083307	GRHL2
GO:1990542	mitochondrial transmembrane transport	6	10166	ENSG00000102743	SLC25A15
GO:0048675	axon extension	6	5362	ENSG00000076356	PLXNA2
GO:0042471	ear morphogenesis	6	5594	ENSG00000100030	MAPK1
GO:0045727	positive regulation of translation	6	8531	ENSG00000060138	YBX3
GO:0048706	embryonic skeletal system development	6	79977	ENSG00000083307	GRHL2
GO:0007224	smoothened signaling pathway	6	2294	ENSG00000103241	FOXF1
GO:0007498	mesoderm development	6	2294	ENSG00000103241	FOXF1
GO:0048565	digestive tract development	6	2294	ENSG00000103241	FOXF1
GO:0030879	mammary gland development	6	5594	ENSG00000100030	MAPK1
GO:0034250	positive regulation of cellular amide metabolic process	6	8531	ENSG00000060138	YBX3
GO:0000070	mitotic sister chromatid segregation	6	9918	ENSG00000010292	NCAPD2
GO:1990138	neuron projection extension	6	5362	ENSG00000076356	PLXNA2
GO:0007416	synapse assembly	6	56133	ENSG00000112852	PCDHB2
GO:0035567	non-canonical Wnt signaling pathway	6	815	ENSG00000070808	CAMK2A
GO:0021915	neural tube development	6	5362	ENSG00000076356	PLXNA2
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	6	56113	ENSG00000081853	PCDHGA2
GO:0030324	lung development	6	79977	ENSG00000083307	GRHL2
GO:0030323	respiratory tube development	6	79977	ENSG00000083307	GRHL2
GO:0002221	pattern recognition receptor signaling pathway	6	2219	ENSG00000085265	FCN1
GO:0061013	regulation of mRNA catabolic process	6	8531	ENSG00000060138	YBX3
GO:0061138	morphogenesis of a branching epithelium	6	79977	ENSG00000083307	GRHL2
GO:0009749	response to glucose	6	3170	ENSG00000125798	FOXA2
GO:0009746	response to hexose	6	3170	ENSG00000125798	FOXA2
GO:0010001	glial cell differentiation	6	5594	ENSG00000100030	MAPK1
GO:0001763	morphogenesis of a branching structure	6	79977	ENSG00000083307	GRHL2
GO:0034284	response to monosaccharide	6	3170	ENSG00000125798	FOXA2
GO:0030178	negative regulation of Wnt signaling pathway	6	5700	ENSG00000100764	PSMC1
GO:0006323	DNA packaging	6	9918	ENSG00000010292	NCAPD2
GO:0031669	cellular response to nutrient levels	6	5594	ENSG00000100030	MAPK1
GO:0043583	ear development	6	5594	ENSG00000100030	MAPK1
GO:0051048	negative regulation of secretion	6	94121	ENSG00000102362	SYTL4
GO:0048705	skeletal system morphogenesis	6	79977	ENSG00000083307	GRHL2
GO:0045444	fat cell differentiation	6	7204	ENSG00000038382	TRIO
GO:0048588	developmental cell growth	6	5362	ENSG00000076356	PLXNA2
GO:0033500	carbohydrate homeostasis	6	3170	ENSG00000125798	FOXA2
GO:0042593	glucose homeostasis	6	3170	ENSG00000125798	FOXA2
GO:0009743	response to carbohydrate	6	3170	ENSG00000125798	FOXA2
GO:0006814	sodium ion transport	6	57084	ENSG00000091664	SLC17A6
GO:0042180	cellular ketone metabolic process	6	5700	ENSG00000100764	PSMC1
GO:0009266	response to temperature stimulus	6	8531	ENSG00000060138	YBX3
GO:0031668	cellular response to extracellular stimulus	6	5594	ENSG00000100030	MAPK1
GO:0000819	sister chromatid segregation	6	9918	ENSG00000010292	NCAPD2
GO:0009108	coenzyme biosynthetic process	6	8564	ENSG00000117009	KMO
GO:0042063	gliogenesis	6	5594	ENSG00000100030	MAPK1
GO:0098656	anion transmembrane transport	6	57084	ENSG00000091664	SLC17A6
GO:0006364	rRNA processing	6	23517	ENSG00000039123	MTREX
GO:0140014	mitotic nuclear division	6	9918	ENSG00000010292	NCAPD2
GO:0048511	rhythmic process	6	2767	ENSG00000088256	GNA11
GO:0071356	cellular response to tumor necrosis factor	6	8531	ENSG00000060138	YBX3
GO:1903311	regulation of mRNA metabolic process	6	8531	ENSG00000060138	YBX3
GO:0009152	purine ribonucleotide biosynthetic process	6	515	ENSG00000116459	ATP5PB
GO:0043414	macromolecule methylation	6	4234	ENSG00000037897	METTL1
GO:0006164	purine nucleotide biosynthetic process	6	515	ENSG00000116459	ATP5PB
GO:0051188	cofactor biosynthetic process	6	8564	ENSG00000117009	KMO
GO:0016072	rRNA metabolic process	6	23517	ENSG00000039123	MTREX
GO:0009260	ribonucleotide biosynthetic process	6	515	ENSG00000116459	ATP5PB
GO:0034612	response to tumor necrosis factor	6	8531	ENSG00000060138	YBX3
GO:0071496	cellular response to external stimulus	6	5594	ENSG00000100030	MAPK1
GO:0072522	purine-containing compound biosynthetic process	6	515	ENSG00000116459	ATP5PB
GO:0098813	nuclear chromosome segregation	6	9918	ENSG00000010292	NCAPD2
GO:0046390	ribose phosphate biosynthetic process	6	515	ENSG00000116459	ATP5PB
GO:0071214	cellular response to abiotic stimulus	6	8531	ENSG00000060138	YBX3
GO:0104004	cellular response to environmental stimulus	6	8531	ENSG00000060138	YBX3
GO:0009167	purine ribonucleoside monophosphate metabolic process	6	22978	ENSG00000076685	NT5C2
GO:0009126	purine nucleoside monophosphate metabolic process	6	22978	ENSG00000076685	NT5C2
GO:0051480	regulation of cytosolic calcium ion concentration	6	5158	ENSG00000133256	PDE6B
GO:0009161	ribonucleoside monophosphate metabolic process	6	22978	ENSG00000076685	NT5C2
GO:0007596	blood coagulation	6	2767	ENSG00000088256	GNA11
GO:0045666	positive regulation of neuron differentiation	6	5362	ENSG00000076356	PLXNA2
GO:0007599	hemostasis	6	2767	ENSG00000088256	GNA11
GO:0006913	nucleocytoplasmic transport	6	5594	ENSG00000100030	MAPK1
GO:0050817	coagulation	6	2767	ENSG00000088256	GNA11
GO:0051098	regulation of binding	6	9355	ENSG00000106689	LHX2
GO:0051169	nuclear transport	6	5594	ENSG00000100030	MAPK1
GO:0009123	nucleoside monophosphate metabolic process	6	22978	ENSG00000076685	NT5C2
GO:1903532	positive regulation of secretion by cell	6	2219	ENSG00000085265	FCN1
GO:0030900	forebrain development	6	9355	ENSG00000106689	LHX2
GO:0045765	regulation of angiogenesis	6	3202	ENSG00000106004	HOXA5
GO:0045787	positive regulation of cell cycle	6	5586	ENSG00000065243	PKN2
GO:0006732	coenzyme metabolic process	6	8564	ENSG00000117009	KMO
GO:1901342	regulation of vasculature development	6	3202	ENSG00000106004	HOXA5
GO:0002697	regulation of immune effector process	6	2294	ENSG00000103241	FOXF1
GO:0000280	nuclear division	6	9918	ENSG00000010292	NCAPD2
GO:0050727	regulation of inflammatory response	6	2294	ENSG00000103241	FOXF1
GO:0043588	skin development	6	3883	ENSG00000006059	KRT33A
GO:0050769	positive regulation of neurogenesis	6	5362	ENSG00000076356	PLXNA2
GO:0008380	RNA splicing	6	23517	ENSG00000039123	MTREX
GO:0001933	negative regulation of protein phosphorylation	6	10048	ENSG00000010017	RANBP9
GO:0017148	negative regulation of translation	6	4849	ENSG00000088038	CNOT3
GO:0002429	immune response-activating cell surface receptor signaling pathway	6	2219	ENSG00000085265	FCN1
GO:0016570	histone modification	6	1108	ENSG00000111642	CHD4
GO:0048285	organelle fission	6	9918	ENSG00000010292	NCAPD2
GO:0034249	negative regulation of cellular amide metabolic process	6	4849	ENSG00000088038	CNOT3
GO:0016569	covalent chromatin modification	6	1108	ENSG00000111642	CHD4
GO:0031667	response to nutrient levels	6	5594	ENSG00000100030	MAPK1
GO:0002768	immune response-regulating cell surface receptor signaling pathway	6	2219	ENSG00000085265	FCN1
GO:0006914	autophagy	6	5564	ENSG00000111725	PRKAB1
GO:0061919	process utilizing autophagic mechanism	6	5564	ENSG00000111725	PRKAB1
GO:0043312	neutrophil degranulation	6	30	ENSG00000060971	ACAA1
GO:0002283	neutrophil activation involved in immune response	6	30	ENSG00000060971	ACAA1
GO:0051962	positive regulation of nervous system development	6	5362	ENSG00000076356	PLXNA2
GO:0009991	response to extracellular stimulus	6	5594	ENSG00000100030	MAPK1
GO:0042119	neutrophil activation	6	30	ENSG00000060971	ACAA1
GO:0002446	neutrophil mediated immunity	6	30	ENSG00000060971	ACAA1
GO:0048665	neuron fate specification	5	6495	ENSG00000126778	SIX1
GO:1902667	regulation of axon guidance	5	5362	ENSG00000076356	PLXNA2
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	5	56133	ENSG00000112852	PCDHB2
GO:0009948	anterior/posterior axis specification	5	7473	ENSG00000108379	WNT3
GO:0021515	cell differentiation in spinal cord	5	6886	ENSG00000162367	TAL1
GO:0060425	lung morphogenesis	5	79977	ENSG00000083307	GRHL2
GO:0061180	mammary gland epithelium development	5	5594	ENSG00000100030	MAPK1
GO:0003151	outflow tract morphogenesis	5	6495	ENSG00000126778	SIX1
GO:0048332	mesoderm morphogenesis	5	2294	ENSG00000103241	FOXF1
GO:0030516	regulation of axon extension	5	5362	ENSG00000076356	PLXNA2
GO:0061053	somite development	5	5362	ENSG00000076356	PLXNA2
GO:0060021	roof of mouth development	5	5396	ENSG00000116132	PRRX1
GO:0009953	dorsal/ventral pattern formation	5	9355	ENSG00000106689	LHX2
GO:0042472	inner ear morphogenesis	5	5396	ENSG00000116132	PRRX1
GO:0061387	regulation of extent of cell growth	5	5362	ENSG00000076356	PLXNA2
GO:0072089	stem cell proliferation	5	7473	ENSG00000108379	WNT3
GO:0003231	cardiac ventricle development	5	79977	ENSG00000083307	GRHL2
GO:0001838	embryonic epithelial tube formation	5	79977	ENSG00000083307	GRHL2
GO:0071333	cellular response to glucose stimulus	5	3170	ENSG00000125798	FOXA2
GO:0003206	cardiac chamber morphogenesis	5	79977	ENSG00000083307	GRHL2
GO:0071331	cellular response to hexose stimulus	5	3170	ENSG00000125798	FOXA2
GO:0001704	formation of primary germ layer	5	2294	ENSG00000103241	FOXF1
GO:0071326	cellular response to monosaccharide stimulus	5	3170	ENSG00000125798	FOXA2
GO:0030326	embryonic limb morphogenesis	5	79977	ENSG00000083307	GRHL2
GO:0035113	embryonic appendage morphogenesis	5	79977	ENSG00000083307	GRHL2
GO:0072175	epithelial tube formation	5	79977	ENSG00000083307	GRHL2
GO:0007006	mitochondrial membrane organization	5	815	ENSG00000070808	CAMK2A
GO:0071322	cellular response to carbohydrate stimulus	5	3170	ENSG00000125798	FOXA2
GO:0001678	cellular glucose homeostasis	5	3170	ENSG00000125798	FOXA2
GO:0009267	cellular response to starvation	5	5594	ENSG00000100030	MAPK1
GO:0001764	neuron migration	5	347733	ENSG00000137285	TUBB2B
GO:0006606	protein import into nucleus	5	5594	ENSG00000100030	MAPK1
GO:0035148	tube formation	5	79977	ENSG00000083307	GRHL2
GO:0035725	sodium ion transmembrane transport	5	10021	ENSG00000138622	HCN4
GO:0016331	morphogenesis of embryonic epithelium	5	79977	ENSG00000083307	GRHL2
GO:0035051	cardiocyte differentiation	5	5594	ENSG00000100030	MAPK1
GO:0051302	regulation of cell division	5	5586	ENSG00000065243	PKN2
GO:0003205	cardiac chamber development	5	79977	ENSG00000083307	GRHL2
GO:0030168	platelet activation	5	2767	ENSG00000088256	GNA11
GO:0051100	negative regulation of binding	5	9355	ENSG00000106689	LHX2
GO:0043488	regulation of mRNA stability	5	8531	ENSG00000060138	YBX3
GO:0008361	regulation of cell size	5	5362	ENSG00000076356	PLXNA2
GO:0051170	import into nucleus	5	5594	ENSG00000100030	MAPK1
GO:0048469	cell maturation	5	3202	ENSG00000106004	HOXA5
GO:0062013	positive regulation of small molecule metabolic process	5	8850	ENSG00000114166	KAT2B
GO:0043487	regulation of RNA stability	5	8531	ENSG00000060138	YBX3
GO:0050866	negative regulation of cell activation	5	2294	ENSG00000103241	FOXF1
GO:0042594	response to starvation	5	5594	ENSG00000100030	MAPK1
GO:0048839	inner ear development	5	5396	ENSG00000116132	PRRX1
GO:1901654	response to ketone	5	11057	ENSG00000140526	ABHD2
GO:1903531	negative regulation of secretion by cell	5	94121	ENSG00000102362	SYTL4
GO:0006338	chromatin remodeling	5	57492	ENSG00000049618	ARID1B
GO:0006399	tRNA metabolic process	5	4234	ENSG00000037897	METTL1
GO:0007626	locomotory behavior	5	3170	ENSG00000125798	FOXA2
GO:0050792	regulation of viral process	5	5586	ENSG00000065243	PKN2
GO:0017038	protein import	5	5594	ENSG00000100030	MAPK1
GO:0071897	DNA biosynthetic process	5	79977	ENSG00000083307	GRHL2
GO:0051701	interaction with host	5	2219	ENSG00000085265	FCN1
GO:1903320	regulation of protein modification by small protein conjugation or removal	5	7965	ENSG00000106305	AIMP2
GO:0042445	hormone metabolic process	5	30	ENSG00000060971	ACAA1
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	5	5586	ENSG00000065243	PKN2
GO:0046434	organophosphate catabolic process	5	3632	ENSG00000068383	INPP5A
GO:0000075	cell cycle checkpoint	5	4849	ENSG00000088038	CNOT3
GO:0097237	cellular response to toxic substance	5	84817	ENSG00000129235	TXNDC17
GO:0006403	RNA localization	5	51637	ENSG00000087302	RTRAF
GO:0050714	positive regulation of protein secretion	5	2219	ENSG00000085265	FCN1
GO:0008016	regulation of heart contraction	5	10021	ENSG00000138622	HCN4
GO:0006352	DNA-templated transcription, initiation	5	9519	ENSG00000028839	TBPL1
GO:2000027	regulation of organ morphogenesis	5	5700	ENSG00000100764	PSMC1
GO:0007050	cell cycle arrest	5	4849	ENSG00000088038	CNOT3
GO:0007162	negative regulation of cell adhesion	5	5362	ENSG00000076356	PLXNA2
GO:0021700	developmental maturation	5	3202	ENSG00000106004	HOXA5
GO:1901988	negative regulation of cell cycle phase transition	5	4849	ENSG00000088038	CNOT3
GO:0006457	protein folding	5	23759	ENSG00000100023	PPIL2
GO:0002793	positive regulation of peptide secretion	5	2219	ENSG00000085265	FCN1
GO:0060828	regulation of canonical Wnt signaling pathway	5	5700	ENSG00000100764	PSMC1
GO:0072331	signal transduction by p53 class mediator	5	4849	ENSG00000088038	CNOT3
GO:0005996	monosaccharide metabolic process	5	8850	ENSG00000114166	KAT2B
GO:0060047	heart contraction	5	10021	ENSG00000138622	HCN4
GO:0009410	response to xenobiotic stimulus	5	30	ENSG00000060971	ACAA1
GO:0003015	heart process	5	10021	ENSG00000138622	HCN4
GO:0034599	cellular response to oxidative stress	5	5594	ENSG00000100030	MAPK1
GO:1903522	regulation of blood circulation	5	10021	ENSG00000138622	HCN4
GO:0016236	macroautophagy	5	5564	ENSG00000111725	PRKAB1
GO:0007204	positive regulation of cytosolic calcium ion concentration	5	5156	ENSG00000134853	PDGFRA
GO:0031098	stress-activated protein kinase signaling cascade	5	5594	ENSG00000100030	MAPK1
GO:0000209	protein polyubiquitination	5	23759	ENSG00000100023	PPIL2
GO:0030216	keratinocyte differentiation	5	3883	ENSG00000006059	KRT33A
GO:0009416	response to light stimulus	5	2767	ENSG00000088256	GNA11
GO:0001505	regulation of neurotransmitter levels	5	815	ENSG00000070808	CAMK2A
GO:0015849	organic acid transport	5	57084	ENSG00000091664	SLC17A6
GO:0046942	carboxylic acid transport	5	57084	ENSG00000091664	SLC17A6
GO:0008202	steroid metabolic process	5	30	ENSG00000060971	ACAA1
GO:0019058	viral life cycle	5	5586	ENSG00000065243	PKN2
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	5	23517	ENSG00000039123	MTREX
GO:0000398	mRNA splicing, via spliceosome	5	23517	ENSG00000039123	MTREX
GO:0070371	ERK1 and ERK2 cascade	5	10048	ENSG00000010017	RANBP9
GO:0000375	RNA splicing, via transesterification reactions	5	23517	ENSG00000039123	MTREX
GO:0006959	humoral immune response	5	2219	ENSG00000085265	FCN1
GO:0090130	tissue migration	5	5586	ENSG00000065243	PKN2
GO:0050804	modulation of chemical synaptic transmission	5	815	ENSG00000070808	CAMK2A
GO:0099177	regulation of trans-synaptic signaling	5	815	ENSG00000070808	CAMK2A
GO:0019932	second-messenger-mediated signaling	5	3632	ENSG00000068383	INPP5A
GO:0002237	response to molecule of bacterial origin	5	5594	ENSG00000100030	MAPK1
GO:0045862	positive regulation of proteolysis	5	5700	ENSG00000100764	PSMC1
GO:0009913	epidermal cell differentiation	5	3883	ENSG00000006059	KRT33A
GO:0042176	regulation of protein catabolic process	5	5700	ENSG00000100764	PSMC1
GO:0050678	regulation of epithelial cell proliferation	5	3202	ENSG00000106004	HOXA5
GO:0010959	regulation of metal ion transport	5	815	ENSG00000070808	CAMK2A
GO:0019216	regulation of lipid metabolic process	5	5156	ENSG00000134853	PDGFRA
GO:0006520	cellular amino acid metabolic process	5	5700	ENSG00000100764	PSMC1
GO:0070482	response to oxygen levels	5	5700	ENSG00000100764	PSMC1
GO:0001819	positive regulation of cytokine production	5	2219	ENSG00000085265	FCN1
GO:0046394	carboxylic acid biosynthetic process	5	5564	ENSG00000111725	PRKAB1
GO:0016053	organic acid biosynthetic process	5	5564	ENSG00000111725	PRKAB1
GO:0044282	small molecule catabolic process	5	30	ENSG00000060971	ACAA1
GO:0001667	ameboidal-type cell migration	5	5586	ENSG00000065243	PKN2
GO:0042391	regulation of membrane potential	5	2767	ENSG00000088256	GNA11
