query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe
CCDS3139.1|Hs108|chr3	CCDS54655.1|Hs108|chr3	2.21e-176	59	98.305	58	1	-3	-1
CCDS3139.1|Hs108|chr3	CCDS54655.1|Hs108|chr3	1.46e-171	59	98.305	58	1	3	2
CCDS3265.1|Hs108|chr3	CCDS77867.1|Hs108|chr3	0	128	100	128	0	-1	-3
CCDS3308.2|Hs108|chr3	CCDS54698.1|Hs108|chr3	0	53	100	53	0	-1	-2
CCDS3308.2|Hs108|chr3	CCDS54698.1|Hs108|chr3	0	53	100	53	0	1	3
CCDS3370.2|Hs108|chr4	CCDS54717.1|Hs108|chr4	2e-135	85	90.588	77	8	1	2
CCDS3517.1|Hs108|chr4	CCDS47064.1|Hs108|chr4	9.68e-121	77	100	77	0	-2	-1
CCDS3569.1|Hs108|chr4	CCDS56334.1|Hs108|chr4	2.45e-77	111	99.099	110	1	-1	-2
CCDS3569.1|Hs108|chr4	CCDS56334.1|Hs108|chr4	1.53e-65	111	99.099	110	1	-2	-3
CCDS3628.1|Hs108|chr4	CCDS58910.1|Hs108|chr4	0	66	96.97	64	2	2	1
CCDS3628.1|Hs108|chr4	CCDS58910.1|Hs108|chr4	0	66	96.97	64	2	-3	-1
CCDS3662.1|Hs108|chr4	CCDS75173.1|Hs108|chr4	0	57	100	57	0	3	1
CCDS3662.1|Hs108|chr4	CCDS75173.1|Hs108|chr4	0	57	100	57	0	-3	-2
CCDS3901.1|Hs108|chr5	CCDS75232.1|Hs108|chr5	4.08e-148	59	96.61	57	2	1	2
CCDS3902.1|Hs108|chr5	CCDS3903.1|Hs108|chr5	7.44e-129	69	100	69	0	3	1
CCDS3902.1|Hs108|chr5	CCDS3903.1|Hs108|chr5	7.03e-61	69	100	69	0	-3	-2
CCDS3903.1|Hs108|chr5	CCDS3902.1|Hs108|chr5	3.14e-129	69	100	69	0	1	3
CCDS3903.1|Hs108|chr5	CCDS3902.1|Hs108|chr5	2.97e-61	69	100	69	0	-2	-3
CCDS3903.1|Hs108|chr5	CCDS54836.1|Hs108|chr5	3.24e-129	69	100	69	0	1	3
CCDS3903.1|Hs108|chr5	CCDS54836.1|Hs108|chr5	3.07e-61	69	100	69	0	-2	-3
CCDS4226.1|Hs108|chr5	CCDS4224.1|Hs108|chr5	7.46e-25	58	100	58	0	1	2
CCDS4567.1|Hs108|chr6	CCDS69060.1|Hs108|chr6	0	76	100	76	0	-2	-1
CCDS4715.1|Hs108|chr6	CCDS34406.1|Hs108|chr6	1.71e-143	51	100	51	0	-3	-2
CCDS4715.1|Hs108|chr6	CCDS34406.1|Hs108|chr6	4.48e-137	51	100	51	0	2	3
CCDS4715.1|Hs108|chr6	CCDS34406.1|Hs108|chr6	2.43e-125	51	100	51	0	-1	-3
CCDS4716.1|Hs108|chr6	CCDS34406.1|Hs108|chr6	9.52e-135	75	96	72	3	1	2
CCDS4717.1|Hs108|chr6	CCDS4716.1|Hs108|chr6	3.22e-90	65	92.308	60	5	-2	-3
CCDS4717.1|Hs108|chr6	CCDS4715.1|Hs108|chr6	5.35e-119	64	85.938	55	9	2	1
CCDS4746.1|Hs108|chr6	CCDS4747.1|Hs108|chr6	0	73	100	73	0	2	3
CCDS4747.1|Hs108|chr6	CCDS4746.1|Hs108|chr6	0	73	100	73	0	3	2
CCDS4777.1|Hs108|chr6	CCDS4778.1|Hs108|chr6	0	60	100	60	0	-1	-3
CCDS4815.1|Hs108|chr6	CCDS4817.1|Hs108|chr6	1.27e-160	55	96.364	53	2	1	3
CCDS4816.1|Hs108|chr6	CCDS4817.1|Hs108|chr6	2.98e-170	55	96.364	53	2	1	3
CCDS4817.1|Hs108|chr6	CCDS4816.1|Hs108|chr6	2.49e-170	55	96.364	53	2	3	1
CCDS4817.1|Hs108|chr6	CCDS4815.1|Hs108|chr6	2.69e-160	55	96.364	53	2	3	1
CCDS4905.1|Hs108|chr6	CCDS55005.1|Hs108|chr6	3.67e-135	56	98.214	55	1	1	2
CCDS4905.1|Hs108|chr6	CCDS55005.1|Hs108|chr6	9.42e-133	56	98.214	55	1	-2	-1
CCDS4940.2|Hs108|chr6	CCDS75468.1|Hs108|chr6	0	74	95.946	71	3	1	3
CCDS4951.1|Hs108|chr6	CCDS75470.1|Hs108|chr6	1.42e-175	93	100	93	0	1	2
CCDS4951.1|Hs108|chr6	CCDS75470.1|Hs108|chr6	1.29e-171	93	100	93	0	-1	-3
CCDS5055.1|Hs108|chr6	CCDS75498.1|Hs108|chr6	7.27e-55	56	100	56	0	2	1
CCDS5055.1|Hs108|chr6	CCDS75498.1|Hs108|chr6	2.57e-54	56	100	56	0	-1	-2
CCDS5274.1|Hs108|chr6	CCDS5275.1|Hs108|chr6	0	54	92.593	50	4	3	1
CCDS5275.1|Hs108|chr6	CCDS5274.1|Hs108|chr6	0	54	92.593	50	4	1	3
CCDS5473.1|Hs108|chr7	CCDS64632.1|Hs108|chr7	5.62e-28	53	100	53	0	-2	-1
CCDS5529.1|Hs108|chr7	CCDS64663.1|Hs108|chr7	8.83e-83	76	100	76	0	-2	-1
CCDS5529.1|Hs108|chr7	CCDS64663.1|Hs108|chr7	1.17e-81	76	100	76	0	1	2
CCDS5714.1|Hs108|chr7	CCDS75643.1|Hs108|chr7	4.69e-178	52	100	52	0	1	2
CCDS5714.1|Hs108|chr7	CCDS75643.1|Hs108|chr7	1.66e-145	52	100	52	0	-2	-1
CCDS5765.1|Hs108|chr7	CCDS5766.1|Hs108|chr7	3.43e-33	58	89.655	52	6	3	2
CCDS5766.1|Hs108|chr7	CCDS5765.1|Hs108|chr7	6.55e-33	58	89.655	52	6	2	3
CCDS5804.1|Hs108|chr7	CCDS64763.1|Hs108|chr7	4.11e-159	63	98.413	62	1	-3	-2
CCDS5819.1|Hs108|chr7	CCDS47713.1|Hs108|chr7	0	58	100	58	0	-1	-2
CCDS5858.1|Hs108|chr7	CCDS75669.1|Hs108|chr7	0	54	100	54	0	-3	-1
CCDS5858.1|Hs108|chr7	CCDS5859.1|Hs108|chr7	0	54	100	54	0	-3	-1
CCDS5859.1|Hs108|chr7	CCDS5858.1|Hs108|chr7	0	54	100	54	0	-1	-3
CCDS5925.2|Hs108|chr7	CCDS64806.1|Hs108|chr7	0	141	97.163	137	4	-1	-3
CCDS6181.1|Hs108|chr8	CCDS69490.1|Hs108|chr8	3.5e-115	54	98.148	53	1	3	1
CCDS6511.2|Hs108|chr9	CCDS56565.1|Hs108|chr9	4.36e-41	69	100	69	0	2	1
CCDS6511.2|Hs108|chr9	CCDS6512.1|Hs108|chr9	4.36e-41	69	100	69	0	2	1
CCDS6705.1|Hs108|chr9	CCDS75859.1|Hs108|chr9	1.2e-53	83	98.795	82	1	-2	1
CCDS6705.1|Hs108|chr9	CCDS6706.1|Hs108|chr9	1.19e-53	83	98.795	82	1	-2	1
CCDS6882.1|Hs108|chr9	CCDS69669.1|Hs108|chr9	0	68	94.118	64	4	1	3
CCDS6914.1|Hs108|chr9	CCDS43885.1|Hs108|chr9	0	140	100	140	0	3	1
CCDS6914.1|Hs108|chr9	CCDS43885.1|Hs108|chr9	0	140	100	140	0	-3	-2
CCDS6914.1|Hs108|chr9	CCDS43885.1|Hs108|chr9	0	140	100	140	0	-1	-3
CCDS6914.1|Hs108|chr9	CCDS43885.1|Hs108|chr9	3.15e-177	140	100	140	0	-2	-1
CCDS6914.1|Hs108|chr9	CCDS43886.1|Hs108|chr9	3.15e-177	140	100	140	0	3	1
CCDS6914.1|Hs108|chr9	CCDS43886.1|Hs108|chr9	1.19e-173	140	100	140	0	-3	-2
CCDS6914.1|Hs108|chr9	CCDS43886.1|Hs108|chr9	5.22e-168	140	100	140	0	-1	-3
CCDS6914.1|Hs108|chr9	CCDS43886.1|Hs108|chr9	2.88e-161	140	100	140	0	-2	-1
CCDS6924.1|Hs108|chr9	CCDS6925.1|Hs108|chr9	5.19e-130	64	100	64	0	2	1
CCDS6924.1|Hs108|chr9	CCDS6925.1|Hs108|chr9	7.12e-130	64	100	64	0	-1	-2
CCDS6924.1|Hs108|chr9	CCDS6925.1|Hs108|chr9	1.19e-124	64	100	64	0	1	3
CCDS6924.1|Hs108|chr9	CCDS6925.1|Hs108|chr9	7.32e-123	64	100	64	0	-2	-3
CCDS6925.1|Hs108|chr9	CCDS6924.1|Hs108|chr9	1.13e-130	64	100	64	0	-2	-1
CCDS6925.1|Hs108|chr9	CCDS6924.1|Hs108|chr9	2.14e-130	64	100	64	0	1	2
CCDS6960.1|Hs108|chr9	CCDS65176.1|Hs108|chr9	0	176	99.432	175	1	1	3
CCDS6969.1|Hs108|chr9	CCDS65179.1|Hs108|chr9	3.55e-150	62	93.548	58	4	-3	-1
CCDS7059.1|Hs108|chr10	CCDS55698.1|Hs108|chr10	0	53	96.226	51	2	2	3
CCDS7109.1|Hs108|chr10	CCDS76284.1|Hs108|chr10	3.56e-22	65	87.692	57	8	-3	-1
CCDS7582.1|Hs108|chr10	CCDS7580.1|Hs108|chr10	5.09e-155	82	100	82	0	3	1
CCDS7582.1|Hs108|chr10	CCDS7580.1|Hs108|chr10	8.77e-154	82	100	82	0	-1	-3
CCDS7582.1|Hs108|chr10	CCDS7580.1|Hs108|chr10	7.49e-141	82	100	82	0	1	2
CCDS7582.1|Hs108|chr10	CCDS7580.1|Hs108|chr10	2.04e-137	82	100	82	0	-2	-1
CCDS7582.1|Hs108|chr10	CCDS7581.1|Hs108|chr10	5.1e-155	82	100	82	0	3	1
CCDS7582.1|Hs108|chr10	CCDS7581.1|Hs108|chr10	8.77e-154	82	100	82	0	-1	-3
CCDS7582.1|Hs108|chr10	CCDS7581.1|Hs108|chr10	7.49e-141	82	100	82	0	1	2
CCDS7582.1|Hs108|chr10	CCDS7581.1|Hs108|chr10	2.05e-137	82	100	82	0	-2	-1
CCDS7629.1|Hs108|chr10	CCDS81517.1|Hs108|chr10	0	78	91.026	71	7	3	2
CCDS7747.1|Hs108|chr11	CCDS73245.1|Hs108|chr11	2.1e-145	52	88.462	46	6	-2	-3
CCDS7900.1|Hs108|chr11	CCDS76395.1|Hs108|chr11	4.49e-106	82	97.561	80	2	1	2
CCDS7969.1|Hs108|chr11	CCDS76407.1|Hs108|chr11	0	55	96.364	53	2	2	1
CCDS8023.2|Hs108|chr11	CCDS76415.1|Hs108|chr11	0	63	100	63	0	3	1
CCDS8028.1|Hs108|chr11	CCDS73306.1|Hs108|chr11	2.09e-54	85	100	85	0	1	3
CCDS8031.1|Hs108|chr11	CCDS55769.1|Hs108|chr11	5.44e-172	72	93.056	67	5	1	3
CCDS8080.1|Hs108|chr11	CCDS44642.2|Hs108|chr11	0	80	100	80	0	2	3
CCDS8081.1|Hs108|chr11	CCDS44642.2|Hs108|chr11	0	83	100	83	0	2	3
CCDS8137.1|Hs108|chr11	CCDS73326.1|Hs108|chr11	2.82e-149	87	100	87	0	-1	-3
CCDS8162.1|Hs108|chr11	CCDS58150.1|Hs108|chr11	0	103	94.175	97	6	1	2
CCDS8215.1|Hs108|chr11	CCDS58152.1|Hs108|chr11	0	71	100	71	0	3	1
CCDS8230.1|Hs108|chr11	CCDS73347.1|Hs108|chr11	0	55	96.364	53	2	2	1
CCDS8234.1|Hs108|chr11	CCDS60893.1|Hs108|chr11	0	57	100	57	0	-3	-1
CCDS8573.1|Hs108|chr12	CCDS73431.1|Hs108|chr12	0	95	100	95	0	-3	-1
CCDS8573.1|Hs108|chr12	CCDS73431.1|Hs108|chr12	0	95	100	95	0	-1	-2
CCDS8573.1|Hs108|chr12	CCDS73431.1|Hs108|chr12	2.61e-177	95	100	95	0	2	1
CCDS8618.1|Hs108|chr12	CCDS53745.1|Hs108|chr12	6.71e-63	52	86.538	45	7	-3	-2
CCDS8659.2|Hs108|chr12	CCDS44835.1|Hs108|chr12	3.57e-179	121	99.174	120	1	3	2
CCDS8683.1|Hs108|chr12	CCDS53757.1|Hs108|chr12	2.19e-31	63	95.238	60	3	-2	-1
CCDS8683.1|Hs108|chr12	CCDS53759.1|Hs108|chr12	2.19e-31	63	95.238	60	3	-2	-1
CCDS8721.1|Hs108|chr12	CCDS44856.1|Hs108|chr12	2.46e-96	90	96.667	87	3	-2	-1
CCDS8858.1|Hs108|chr12	CCDS55829.1|Hs108|chr12	0	50	100	50	0	2	1
CCDS8858.1|Hs108|chr12	CCDS55829.1|Hs108|chr12	0	50	100	50	0	-1	-2
CCDS8858.1|Hs108|chr12	CCDS55829.1|Hs108|chr12	0	50	100	50	0	-3	-1
CCDS8895.1|Hs108|chr12	CCDS61146.1|Hs108|chr12	6.44e-174	58	94.828	55	3	-2	-1
CCDS8955.3|Hs108|chr12	CCDS8956.1|Hs108|chr12	2.14e-101	65	100	65	0	-1	-3
CCDS8955.3|Hs108|chr12	CCDS8956.1|Hs108|chr12	1.32e-99	65	100	65	0	3	1
CCDS8955.3|Hs108|chr12	CCDS8956.1|Hs108|chr12	1e-96	65	100	65	0	-3	-2
CCDS8955.3|Hs108|chr12	CCDS8956.1|Hs108|chr12	7.66e-32	65	100	65	0	2	3
CCDS8956.1|Hs108|chr12	CCDS8955.3|Hs108|chr12	9.13e-102	65	100	65	0	-3	-1
CCDS8956.1|Hs108|chr12	CCDS8955.3|Hs108|chr12	5.68e-100	65	100	65	0	1	3
CCDS8956.1|Hs108|chr12	CCDS8955.3|Hs108|chr12	4.28e-97	65	100	65	0	-2	-3
CCDS8956.1|Hs108|chr12	CCDS8955.3|Hs108|chr12	3.86e-85	65	100	65	0	3	2
CCDS8956.1|Hs108|chr12	CCDS8955.3|Hs108|chr12	3.66e-69	65	100	65	0	-1	-2
CCDS9206.1|Hs108|chr12	CCDS76609.1|Hs108|chr12	3.99e-39	90	86.667	78	12	1	3
CCDS9604.1|Hs108|chr14	CCDS41927.1|Hs108|chr14	0	56	100	56	0	1	3
CCDS9604.1|Hs108|chr14	CCDS41927.1|Hs108|chr14	0	56	100	56	0	-1	-2
CCDS9604.1|Hs108|chr14	CCDS41927.1|Hs108|chr14	1.56e-177	56	100	56	0	-2	-3
CCDS9604.1|Hs108|chr14	CCDS41927.1|Hs108|chr14	5.8e-170	56	100	56	0	3	2
CCDS9686.1|Hs108|chr14	CCDS9687.1|Hs108|chr14	1.06e-87	55	96.364	53	2	-1	-3
CCDS9687.1|Hs108|chr14	CCDS9686.1|Hs108|chr14	2.57e-88	55	96.364	53	2	-3	-1
CCDS9768.1|Hs108|chr14	CCDS76691.1|Hs108|chr14	2.08e-107	61	95.082	58	3	-3	-2
CCDS9768.1|Hs108|chr14	CCDS81812.1|Hs108|chr14	1e-74	61	95.082	58	3	-3	-2
CCDS9864.1|Hs108|chr14	CCDS45143.1|Hs108|chr14	5.67e-163	84	100	84	0	1	3
CCDS9864.1|Hs108|chr14	CCDS45143.1|Hs108|chr14	3.12e-118	84	100	84	0	-1	-2
CCDS9867.1|Hs108|chr14	CCDS81830.1|Hs108|chr14	0	67	100	67	0	-1	-2
CCDS10066.1|Hs108|chr15	CCDS45230.1|Hs108|chr15	5.58e-93	63	96.825	61	2	3	2
CCDS10381.1|Hs108|chr15	CCDS66877.1|Hs108|chr15	0	64	100	64	0	1	2
CCDS10411.1|Hs108|chr16	CCDS10412.1|Hs108|chr16	0	52	100	52	0	1	3
CCDS10412.1|Hs108|chr16	CCDS10411.1|Hs108|chr16	0	52	98.077	51	1	1	2
CCDS10447.2|Hs108|chr16	CCDS66900.1|Hs108|chr16	5.36e-50	98	96.939	95	3	-1	-2
CCDS10483.1|Hs108|chr16	CCDS10484.1|Hs108|chr16	0	55	100	55	0	2	1
CCDS10484.1|Hs108|chr16	CCDS10483.1|Hs108|chr16	0	54	100	54	0	-3	-2
CCDS10484.1|Hs108|chr16	CCDS10483.1|Hs108|chr16	2.57e-159	54	100	54	0	3	1
CCDS10493.2|Hs108|chr16	CCDS61814.1|Hs108|chr16	0	84	100	84	0	1	2
CCDS10493.2|Hs108|chr16	CCDS61814.1|Hs108|chr16	0	84	100	84	0	-1	-3
CCDS10540.1|Hs108|chr16	CCDS58422.1|Hs108|chr16	0	52	96.154	50	2	2	1
CCDS10560.1|Hs108|chr16	CCDS45421.1|Hs108|chr16	5.07e-34	56	82.143	46	10	-2	-3
CCDS10664.1|Hs108|chr16	CCDS58449.1|Hs108|chr16	2.43e-103	74	89.189	66	8	3	1
CCDS10781.2|Hs108|chr16	CCDS76877.1|Hs108|chr16	2.67e-173	58	98.276	57	1	3	1
CCDS10905.1|Hs108|chr16	CCDS59272.1|Hs108|chr16	0	77	100	77	0	-2	-1
CCDS10905.1|Hs108|chr16	CCDS59272.1|Hs108|chr16	0	77	100	77	0	-1	-3
CCDS10905.1|Hs108|chr16	CCDS59272.1|Hs108|chr16	0	77	100	77	0	1	2
CCDS10905.1|Hs108|chr16	CCDS59271.1|Hs108|chr16	0	77	100	77	0	-2	-1
CCDS10905.1|Hs108|chr16	CCDS59271.1|Hs108|chr16	0	77	100	77	0	-1	-3
CCDS10905.1|Hs108|chr16	CCDS59271.1|Hs108|chr16	0	77	100	77	0	1	2
CCDS11007.1|Hs108|chr17	CCDS45564.1|Hs108|chr17	0	84	92.857	78	6	-2	-3
CCDS11178.2|Hs108|chr17	CCDS45620.1|Hs108|chr17	4.28e-95	89	98.876	88	1	-1	-2
CCDS11193.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	7.04e-134	103	100	103	0	2	3
CCDS11193.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	8.65e-116	103	100	103	0	-1	-3
CCDS11193.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	1.33e-101	103	100	103	0	1	2
CCDS11202.1|Hs108|chr17	CCDS82085.1|Hs108|chr17	8.83e-106	63	98.413	62	1	1	3
CCDS11241.1|Hs108|chr17	CCDS43437.1|Hs108|chr6	2.93e-21	63	82.54	52	11	3	-1
CCDS11262.1|Hs108|chr17	CCDS11263.1|Hs108|chr17	2.05e-21	52	82.692	43	9	-1	-2
CCDS11263.1|Hs108|chr17	CCDS11262.1|Hs108|chr17	8.82e-22	52	82.692	43	9	-2	-1
CCDS11341.1|Hs108|chr17	CCDS54117.1|Hs108|chr17	1.8e-23	73	80.822	59	14	2	1
CCDS11446.1|Hs108|chr17	CCDS59291.1|Hs108|chr17	2.5e-120	64	100	64	0	1	2
CCDS11446.1|Hs108|chr17	CCDS59291.1|Hs108|chr17	2.79e-114	64	100	64	0	-1	-3
CCDS11647.1|Hs108|chr17	CCDS45757.1|Hs108|chr17	1.88e-129	66	100	66	0	1	3
CCDS11647.1|Hs108|chr17	CCDS45757.1|Hs108|chr17	1.25e-128	66	100	66	0	-1	-2
CCDS11737.1|Hs108|chr17	CCDS45626.1|Hs108|chr17	1.88e-163	91	85.714	78	13	3	1
CCDS11786.1|Hs108|chr17	CCDS74176.1|Hs108|chr17	3.24e-174	84	100	84	0	-1	-3
CCDS11786.1|Hs108|chr17	CCDS74176.1|Hs108|chr17	1.85e-160	84	100	84	0	1	2
CCDS11786.1|Hs108|chr17	CCDS74176.1|Hs108|chr17	3.95e-147	84	100	84	0	-2	-1
CCDS11789.1|Hs108|chr17	CCDS32769.1|Hs108|chr17	3.95e-58	55	90.909	50	5	-2	-1
CCDS11789.1|Hs108|chr17	CCDS74180.1|Hs108|chr17	2.57e-25	56	92.857	52	4	2	3
CCDS11874.1|Hs108|chr18	CCDS11875.1|Hs108|chr18	1.54e-40	99	81.818	81	18	2	3
CCDS11875.1|Hs108|chr18	CCDS11874.1|Hs108|chr18	1.6e-40	99	81.818	81	18	3	2
CCDS12021.1|Hs108|chr18	CCDS54194.1|Hs108|chr18	1.95e-163	81	98.765	80	1	2	1
CCDS12037.1|Hs108|chr19	CCDS74241.1|Hs108|chr19	1.16e-82	58	100	58	0	1	2
CCDS12172.1|Hs108|chr19	CCDS74272.1|Hs108|chr19	0	55	90.909	50	5	2	1
CCDS12206.1|Hs108|chr19	CCDS62529.1|Hs108|chr19	0	105	100	105	0	1	3
CCDS12206.1|Hs108|chr19	CCDS62529.1|Hs108|chr19	0	105	100	105	0	-2	-3
CCDS12206.1|Hs108|chr19	CCDS62529.1|Hs108|chr19	0	105	100	105	0	3	2
CCDS12226.1|Hs108|chr19	CCDS56082.1|Hs108|chr19	3.04e-48	73	100	73	0	3	2
CCDS12232.1|Hs108|chr19	CCDS32904.1|Hs108|chr19	3.08e-163	117	99.145	116	1	-1	-3
CCDS12365.1|Hs108|chr19	CCDS58655.1|Hs108|chr19	1.38e-84	63	100	63	0	2	1
CCDS12365.1|Hs108|chr19	CCDS58655.1|Hs108|chr19	7.4e-75	63	100	63	0	-1	-2
CCDS12365.1|Hs108|chr19	CCDS58655.1|Hs108|chr19	6.02e-50	63	100	63	0	-3	-1
CCDS12473.1|Hs108|chr19	CCDS42551.1|Hs108|chr19	1.31e-67	61	100	61	0	-2	-1
CCDS12533.1|Hs108|chr19	CCDS59387.1|Hs108|chr19	0	76	100	76	0	-3	-1
CCDS12655.1|Hs108|chr19	CCDS59395.1|Hs108|chr19	8.08e-44	87	98.851	86	1	3	1
CCDS12681.2|Hs108|chr19	CCDS42580.2|Hs108|chr19	0	51	100	51	0	-1	-2
CCDS12681.2|Hs108|chr19	CCDS42580.2|Hs108|chr19	0	51	100	51	0	1	3
CCDS12682.1|Hs108|chr19	CCDS42580.2|Hs108|chr19	0	51	100	51	0	-1	-2
CCDS12682.1|Hs108|chr19	CCDS42580.2|Hs108|chr19	0	51	100	51	0	1	3
CCDS12694.1|Hs108|chr19	CCDS82371.1|Hs108|chr19	6.93e-124	55	100	55	0	-2	-1
CCDS12697.1|Hs108|chr19	CCDS46129.1|Hs108|chr19	4.7e-82	98	100	98	0	1	2
CCDS12775.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	-2	-1
CCDS12775.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	1	2
CCDS12998.1|Hs108|chr20	CCDS82588.1|Hs108|chr20	2.07e-176	103	100	103	0	-1	-2
CCDS13000.2|Hs108|chr20	CCDS82588.1|Hs108|chr20	2.75e-176	103	100	103	0	-1	-2
CCDS13131.1|Hs108|chr20	CCDS82600.1|Hs108|chr20	8.71e-150	60	96.667	58	2	1	2
CCDS13336.1|Hs108|chr20	CCDS82619.1|Hs108|chr20	9.47e-106	82	93.902	77	5	3	2
CCDS13336.1|Hs108|chr20	CCDS82619.1|Hs108|chr20	8.05e-79	82	93.902	77	5	-3	-1
CCDS13400.1|Hs108|chr20	CCDS54470.1|Hs108|chr20	0	66	92.424	61	5	-1	-2
CCDS13515.1|Hs108|chr20	CCDS63326.1|Hs108|chr20	0	53	88.679	47	6	1	3
CCDS13516.1|Hs108|chr20	CCDS63326.1|Hs108|chr20	0	50	88	44	6	1	3
CCDS13536.1|Hs108|chr20	CCDS82638.1|Hs108|chr20	4.44e-111	114	100	114	0	2	3
CCDS13673.1|Hs108|chr21	CCDS74796.1|Hs108|chr21	0	91	86.813	79	12	3	1
