query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe
CCDS30927.1|Hs108|chr1	CCDS72965.1|Hs108|chr1	0	131	98.473	129	2	-3	-1
CCDS31319.2|Hs108|chr10	CCDS58103.1|Hs108|chr10	0	107	90.654	97	10	-1	-3
CCDS32904.1|Hs108|chr19	CCDS12232.1|Hs108|chr19	1.1e-162	117	99.145	116	1	-3	-1
CCDS34975.1|Hs108|chr9	CCDS2117.1|Hs108|chr2	2.41e-103	134	88.806	119	15	1	2
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	1.73e-103	143	100	143	0	3	-1
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	6.64e-100	143	100	143	0	-1	3
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	6.68e-88	143	100	143	0	1	-2
CCDS42176.1|Hs108|chr16	CCDS58473.1|Hs108|chr16	4.83e-99	113	98.23	111	2	2	1
CCDS42402.1|Hs108|chr17	CCDS82231.1|Hs108|chr17	0	134	100	134	0	3	1
CCDS42661.1|Hs108|chr2	CCDS82429.1|Hs108|chr2	1.7e-118	173	100	173	0	-2	-1
CCDS43307.1|Hs108|chr5	CCDS45557.1|Hs108|chr16	0	126	96.032	121	5	1	3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	3	2
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	1	3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	-2	-3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	-3	-1
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	3.09e-177	140	100	140	0	-1	-2
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	3	2
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	2.82e-177	140	100	140	0	1	3
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	1.07e-173	140	100	140	0	-2	-3
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	4.69e-168	140	100	140	0	-3	-1
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	2.59e-161	140	100	140	0	-1	-2
CCDS44056.1|Hs108|chr1	CCDS30585.1|Hs108|chr1	5.37e-76	103	100	103	0	1	3
CCDS44056.1|Hs108|chr1	CCDS30585.1|Hs108|chr1	6.4e-71	103	100	103	0	-1	-2
CCDS44836.1|Hs108|chr12	CCDS55808.1|Hs108|chr12	8.14e-178	121	99.174	120	1	3	2
CCDS45443.1|Hs108|chr16	CCDS81968.1|Hs108|chr16	0	262	97.328	255	7	3	1
CCDS45557.1|Hs108|chr16	CCDS43307.1|Hs108|chr5	0	126	96.032	121	5	3	1
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	7.23e-134	103	100	103	0	2	3
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	8.88e-116	103	100	103	0	-1	-3
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	1.37e-101	103	100	103	0	1	2
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	2.81e-134	103	100	103	0	3	2
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	1.62e-114	103	100	103	0	-3	-1
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	5.31e-102	103	100	103	0	2	1
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	2.81e-134	103	100	103	0	3	2
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	1.62e-114	103	100	103	0	-3	-1
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	5.31e-102	103	100	103	0	2	1
CCDS46130.1|Hs108|chr19	CCDS46129.1|Hs108|chr19	4.24e-78	103	100	103	0	1	2
CCDS46399.1|Hs108|chr2	CCDS46398.1|Hs108|chr2	0	100	100	100	0	3	1
CCDS46881.1|Hs108|chr3	CCDS63712.1|Hs108|chr3	0	317	96.53	306	11	2	1
CCDS54693.1|Hs108|chr3	CCDS77867.1|Hs108|chr3	0	128	100	128	0	-1	-3
CCDS55510.1|Hs108|chrX	CCDS14661.1|Hs108|chrX	2.09e-92	110	99.091	109	1	1	2
CCDS55510.1|Hs108|chrX	CCDS716.1|Hs108|chr1	2.51e-87	117	91.453	107	10	1	2
CCDS55558.1|Hs108|chr1	CCDS57962.1|Hs108|chr1	3.46e-99	108	98.148	106	2	-1	-2
CCDS56099.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	-2	-1
CCDS56099.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	1	2
CCDS56107.1|Hs108|chr19	CCDS42640.1|Hs108|chr19	2.28e-141	202	99.01	200	2	-1	-3
CCDS56107.1|Hs108|chr19	CCDS56108.1|Hs108|chr19	3.63e-139	202	99.01	200	2	-1	-3
CCDS56108.1|Hs108|chr19	CCDS56107.1|Hs108|chr19	6.9e-139	202	99.01	200	2	-3	-1
CCDS56108.1|Hs108|chr19	CCDS56107.1|Hs108|chr19	8.76e-130	202	99.01	200	2	2	1
CCDS56108.1|Hs108|chr19	CCDS56107.1|Hs108|chr19	1.65e-129	202	99.01	200	2	-1	-2
CCDS56334.1|Hs108|chr4	CCDS3569.1|Hs108|chr4	4.08e-71	111	99.099	110	1	-3	-2
CCDS57962.1|Hs108|chr1	CCDS55558.1|Hs108|chr1	2.31e-100	108	98.148	106	2	-2	-1
CCDS58150.1|Hs108|chr11	CCDS8162.1|Hs108|chr11	0	103	94.175	97	6	2	1
CCDS58473.1|Hs108|chr16	CCDS61960.1|Hs108|chr16	3.83e-99	113	98.23	111	2	1	2
CCDS58473.1|Hs108|chr16	CCDS42176.1|Hs108|chr16	3.84e-99	113	98.23	111	2	1	2
CCDS58528.1|Hs108|chr17	CCDS82088.1|Hs108|chr17	2.94e-98	134	100	134	0	1	2
CCDS58528.1|Hs108|chr17	CCDS11205.1|Hs108|chr17	1.05e-97	135	99.259	134	1	1	2
CCDS58794.1|Hs108|chr22	CCDS42982.1|Hs108|chr22	2.02e-120	168	100	168	0	-3	-1
CCDS59174.1|Hs108|chrX	CCDS14564.1|Hs108|chrX	1.16e-179	104	95.192	99	5	1	3
CCDS59408.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	-2	-1
CCDS59408.1|Hs108|chr19	CCDS59409.1|Hs108|chr19	0	101	100	101	0	1	2
CCDS59409.1|Hs108|chr19	CCDS12775.1|Hs108|chr19	0	111	92.793	103	8	-1	-2
CCDS59409.1|Hs108|chr19	CCDS56099.1|Hs108|chr19	0	101	100	101	0	-1	-2
CCDS59409.1|Hs108|chr19	CCDS56099.1|Hs108|chr19	0	101	100	101	0	2	1
CCDS61960.1|Hs108|chr16	CCDS58473.1|Hs108|chr16	5.82e-99	113	98.23	111	2	2	1
CCDS62498.1|Hs108|chr19	CCDS62499.1|Hs108|chr19	0	104	97.115	101	3	1	3
CCDS62498.1|Hs108|chr19	CCDS12121.1|Hs108|chr19	0	104	97.115	101	3	1	3
CCDS62529.1|Hs108|chr19	CCDS12206.1|Hs108|chr19	0	105	100	105	0	3	1
CCDS62529.1|Hs108|chr19	CCDS12206.1|Hs108|chr19	0	105	100	105	0	-3	-2
CCDS63712.1|Hs108|chr3	CCDS46881.1|Hs108|chr3	0	317	96.53	306	11	1	2
CCDS63712.1|Hs108|chr3	CCDS2950.1|Hs108|chr3	0	184	97.283	179	5	-3	-2
CCDS64805.1|Hs108|chr7	CCDS64806.1|Hs108|chr7	0	168	97.024	163	5	-2	-3
CCDS64806.1|Hs108|chr7	CCDS5925.2|Hs108|chr7	0	141	97.163	137	4	-3	-1
CCDS64806.1|Hs108|chr7	CCDS64805.1|Hs108|chr7	8.39e-161	163	100	163	0	-1	-3
CCDS65175.1|Hs108|chr9	CCDS65176.1|Hs108|chr9	0	176	99.432	175	1	1	3
CCDS65176.1|Hs108|chr9	CCDS65175.1|Hs108|chr9	0	176	99.432	175	1	3	1
CCDS65176.1|Hs108|chr9	CCDS6960.1|Hs108|chr9	0	176	99.432	175	1	3	1
CCDS72687.1|Hs108|chr1	CCDS72686.1|Hs108|chr1	9.92e-75	107	99.065	106	1	1	3
CCDS72963.1|Hs108|chr1	CCDS30927.1|Hs108|chr1	0	131	98.473	129	2	-1	-3
CCDS72965.1|Hs108|chr1	CCDS30927.1|Hs108|chr1	0	131	98.473	129	2	-1	-3
CCDS75680.1|Hs108|chr7	CCDS64806.1|Hs108|chr7	1.5e-167	141	97.163	137	4	-1	-3
CCDS77733.1|Hs108|chr3	CCDS2763.1|Hs108|chr3	6.96e-110	101	99.01	100	1	-1	-3
CCDS77733.1|Hs108|chr3	CCDS77734.1|Hs108|chr3	6.96e-110	101	99.01	100	1	-1	-3
CCDS77734.1|Hs108|chr3	CCDS77733.1|Hs108|chr3	8.31e-110	101	99.01	100	1	-3	-1
CCDS77867.1|Hs108|chr3	CCDS3265.1|Hs108|chr3	3.31e-159	129	100	129	0	-1	-2
CCDS77867.1|Hs108|chr3	CCDS54693.1|Hs108|chr3	1.34e-150	129	100	129	0	-1	-2
CCDS78455.1|Hs108|chr9	CCDS78456.1|Hs108|chr9	1.9e-87	129	96.899	125	4	2	3
CCDS78456.1|Hs108|chr9	CCDS78455.1|Hs108|chr9	9.05e-102	124	100	124	0	2	1
CCDS78456.1|Hs108|chr9	CCDS78455.1|Hs108|chr9	1.78e-82	124	100	124	0	1	3
CCDS81261.1|Hs108|chr1	CCDS132.1|Hs108|chr1	2.98e-142	125	100	125	0	-3	-1
CCDS81261.1|Hs108|chr1	CCDS132.1|Hs108|chr1	1.17e-109	125	100	125	0	-1	-2
CCDS81968.1|Hs108|chr16	CCDS45443.1|Hs108|chr16	0	262	97.328	255	7	1	3
CCDS82231.1|Hs108|chr17	CCDS42402.1|Hs108|chr17	0	134	100	134	0	-1	-2
CCDS82231.1|Hs108|chr17	CCDS42402.1|Hs108|chr17	0	134	100	134	0	1	3
CCDS82429.1|Hs108|chr2	CCDS42661.1|Hs108|chr2	1.51e-118	173	100	173	0	-1	-2
CCDS82588.1|Hs108|chr20	CCDS13000.2|Hs108|chr20	5.35e-175	103	100	103	0	-2	-1
CCDS82588.1|Hs108|chr20	CCDS12998.1|Hs108|chr20	4.49e-175	103	100	103	0	-2	-1
CCDS82638.1|Hs108|chr20	CCDS13536.1|Hs108|chr20	4.23e-114	118	100	118	0	3	2
